;Equipe;Points
323;ElGeish;2301
324;Famalicão;2300
325;Bordeaux;2298
326;Viitorul;2297
327;Anderlecht;2295
328;Ufa;2293
329;TractorSazi;2290
330;Apollon;2289
331;ColoradoRapids;2288
332;Aris;2287
333;HellasVerona;2280
334;BidvestWits;2273
335;MaccabiTelAviv;2267
336;RapidWien;2260
337;TianjinTianhai;2250
338;Midtjylland;2248
339;SPAL;2242
340;Panathinaikos;2220
341;OrlandoCity;2219
342;UniversitateaCraiova;2200
343;Norrköping;2191
344;SoldeAmérica;2185
345;Ismaily;2180
346;Brest;2156
347;AlHazm;2130
348;AtléticoBucaramanga;2119
349;LevskiSofia;2114
350;Haugesund;2108
351;Sydney;2108
352;GoldenArrows;2107
353;IncheonUnited;2106
354;Vitesse;2106
355;DAC;2105
356;MladáBoleslav;2102
357;AGF;2089
358;Emelec;2085
359;Mechelen;2083
360;ChicagoFire;2072
361;Envigado;2071
362;Djurgården;2066
363;Foolad;2046
364;AmiensSC;2045
365;Hammarby;2035
366;PiastGliwice;2030
367;Nîmes;2020
368;Göztepe;2016
369;SpartaPraha;2013
370;Aberdeen;2010
371;HapoelBe'erSheva;2000
372;Zulte-Waregem;1998
373;SportingKC;1991
374;Brøndby;1991
375;Viking;1987
376;SuperSportUnited;1980
377;ShonanBellmare;1976
378;Botoşani;1968
379;ColumbusCrew;1959
380;GazMetanMediaş;1940
381;VitóriaSetúbal;1934
382;Genoa;1932
383;ElEntagElHarby;1928
384;RubinKazan;1920
385;Čukarički;1914
386;Odd;1909
387;HoustonDynamo;1901
388;Vorskla;1895
389;ElGouna;1888
390;SantaClara;1885
391;NorwichCity;1880
392;YeniMalatyaspor;1879
393;Jablonec;1871
394;Kortrijk;1869
395;Mariupol';1864
396;AlMasry;1848
397;HighlandsPark;1847
398;Moreirense;1842
399;EtoileduSahel;1840
400;SturmGraz;1837
401;LechiaGdańsk;1834
402;VancouverWhitecaps;1832
403;Žilina;1831
404;AEL;1828
405;Antalyaspor;1828
406;OFI;1825
407;BaníkOstrava;1819
408;Atromitos;1807
409;NaftMasjedSoleyman;1804
410;Liverpool;1794
411;Vojvodina;1784
412;Lecce;1781
413;LokomotivPlovdiv;1778
414;SpartakTrnava;1776
415;JaguaresdeCórdoba;1774
416;DinamoBucureşti;1774
417;NagoyaGrampus;1773
418;Anorthosis;1770
419;Nacional;1769
420;JúbiloIwata;1756
421;JejuUnited;1755
422;Häcken;1755
423;MelbourneVictory;1751
424;DinamoZagreb;1737
425;Metz;1736
426;Ferencváros;1735
427;WillemII;1733
428;Tondela;1729
429;CracoviaKraków;1727
430;BeitarJerusalem;1726
431;Slovácko;1725
432;PatriotasBoyacá;1716
433;HarasElHodood;1708
434;BloemfonteinCeltic;1704
435;MatsumotoYamaga;1696
436;OmoniaNicosia;1691
437;Bodø/Glimt;1689
438;SlovanLiberec;1685
439;Marítimo;1672
440;RadničkiNiš;1671
441;Randers;1668
442;Astra;1663
443;ChippaUnited;1657
444;St.Gallen;1653
445;AlWahda;1639
446;DeportivoSaprissa;1632
447;NassajiMazandaran;1630
448;Avaí;1623
449;Groningen;1618
450;SigmaOlomouc;1613
451;CerroLargo;1613
452;ZlatéMoravce;1610
453;Ružomberok;1595
454;AlFateh;1591
455;Belenenses;1589
456;AsterasTripolis;1570
457;MachineSazi;1560
458;UniónMagdalena;1560
459;AstonVilla;1553
460;Lamia;1551
461;RoyalExcelMouscron;1548
462;KrylyaSovetov;1543
463;Heracles;1529
464;WadiDegla;1528
465;Emmen;1514
466;AaB;1509
467;Lugano;1505
468;IFKGöteborg;1501
469;Heerenveen;1499
470;ŚląskWrocław;1491
471;Kasımpaşa;1488
472;Luzern;1484
473;Beroe;1484
474;Senica;1479
475;Senica;1479
476;LechPoznań;1478
477;Sochi;1470
478;SportivoLuqueño;1470
479;Baroka;1467
480;JagielloniaBiałystok;1454
481;AlHilalOmdurman;1453
482;Motherwell;1445
483;Progreso;1440
484;PlazaColonia;1429
485;MladostLučani;1429
486;Saipa;1423
487;RheindorfAltach;1422
488;Sint-Truiden;1419
489;Bohemians1905;1409
490;RiverPlate;1407
491;Larissa;1385
492;CapeTownCity;1369
493;AtléticoHuila;1367
494;SpartakSubotica;1366
495;OlimpikDonetsk;1366
496;BotevPlovdiv;1358
497;Shenzhen;1350
498;Tambov;1348
499;GilVicente;1346
500;Elfsborg;1344
501;WisłaPłock;1340
502;MelbourneCity;1336
503;Nordsjælland;1334
504;AmaZulu;1322
505;Kilmarnock;1322
506;AlDuhail;1319
507;PogońSzczecin;1313
508;GaziantepFK;1313
509;Konyaspor;1312
510;Kabylie;1306
511;Hartberg;1303
512;ASEupen;1290
513;Wanderers;1290
514;Kristiansund;1282
515;ParsJamBushehr;1279
516;PolokwaneCity;1278
517;WellingtonPhoenix;1278
518;Trenčín;1273
519;Panionios;1271
520;Rizespor;1270
521;Pafos;1269
522;Pakhtakor;1264
523;BačkaTopola;1264
524;Voždovac;1264
525;Voždovac;1264
526;Alajuelense;1261
527;RiverPlate;1260
528;BeijingRenhe;1260
529;Brann;1253
530;AustriaWien;1252
531;St.Johnstone;1250
532;Stabæk;1250
533;PolitehnicaIași;1250
534;SønderjyskE;1248
535;GórnikZabrze;1238
536;Kayserispor;1234
537;NeaSalamis;1231
538;Paderborn;1228
539;Herediano;1227
540;Sepsi;1223
541;BneiYehuda;1216
542;PaçosdeFerreira;1215
543;PECZwolle;1213
544;Melgar;1207
545;Barcelona;1204
546;ChernoMore;1204
547;AlAdalah;1203
548;Ankaragücü;1200
549;ADODenHaag;1188
550;Zürich;1184
551;BlackLeopards;1181
552;Hibernian;1176
553;Olimpia;1165
554;ZagłębieLubin;1162
555;DefensorSporting;1162
556;DesportivoAves;1159
557;ZemplínMichalovce;1156
558;Paykan;1155
559;RadnikSurdulica;1150
560;Xanthi;1150
561;VVV;1147
562;Denizlispor;1147
563;SpartaRotterdam;1146
564;Sion;1145
565;Brescia;1140
566;Karpaty;1138
567;OB;1131
568;SportingCristal;1129
569;Stellenbosch;1128
570;Damak;1128
571;Ranheim;1126
572;Hermannstadt;1126
573;St.Mirren;1126
574;Esbjerg;1122
575;Panaitolikos;1116
576;VolosNFC;1098
577;AdelaideUnited;1095
578;Fénix;1095
579;Astana;1092
580;Huesca;1089
581;Horsens;1088
582;BostonRiver;1086
583;Karviná;1077
584;Mjøndalen;1077
585;DeportivoPereira;1073
586;MisrLelMakasa;1072
587;Portimonense;1067
588;SportivoSanLorenzo;1066
589;Toulouse;1065
590;Vålerenga;1062
591;WisłaKraków;1062
592;UniversidadCatólica;1060
593;FortunaSittard;1059
594;Mattersburg;1059
595;Cincinnati;1058
596;Qarabağ;1054
597;DaejeonKorail;1053
598;Livingston;1040
599;Admira;1037
600;Gençlerbirliği;1036
601;Ashdod;1035
602;ArkaGdynia;1035
603;HapoelHaifa;1034
604;Örebro;1032
605;Opava;1029
606;GeneralDíaz;1027
607;NeuchâtelXamax;1025
608;Nitra;1024
609;BotevVratsa;1022
610;Enosis;1022
611;HapoelHadera;1021
612;KolosKovalivka;1019
613;HapoelTelAviv;1018
614;Servette;1009
615;BBErzurumspor;1001
616;Strømsgodset;1000
617;Zulia;999
618;Masr;993
619;PerthGlory;991
620;CercleBrugge;989
621;NewcastleJets;987
622;Napredak;986
623;Lviv;984
624;Sereď;980
625;Etar;980
626;ČeskéBudějovice;980
627;Hearts;978
628;Cerro;977
629;GolGohar;976
630;MaccabiNetanya;973
631;Aswan;960
632;EthnikosAchna;958
633;Empoli;953
634;St.Pölten;948
635;Zlín;948
636;KVOostende;946
637;Twente;938
638;Tromsø;938
639;Helsingborg;938
640;Lillestrøm;937
641;Sarpsborg08;935
642;DeportivoSantaní;931
643;VitaClub;931
644;Voluntari;917
645;SanCarlos;915
646;WesternSydneyWanderers;914
647;UniversidadCatólica;911
648;Sirius;907
649;Kalmar;905
650;Lyngby;899
651;BrisbaneRoar;899
652;Doxa;898
653;Mirandés;892
654;RayoVallecano;891
655;BATE;890
656;Teplice;879
657;Příbram;875
658;Thun;871
659;JorgeWilstermann;871
660;DeportivoCapiatá;863
661;Waasland-Beveren;860
662;KoronaKielce;859
663;Hwaseong;843
664;SwarovskiTirol;839
665;PetrodeLuanda;837
666;RakówCzęstochowa;835
667;F91Dudelange;832
668;Tanta;832
669;Cartaginés;829
670;Stuttgart;828
671;Neftçi;818
672;HamiltonAcademical;818
673;Racing;809
674;Danubio;808
675;ProleterNoviSad;808
676;JohorDarulTa'zim;796
677;ShahinBushehr;793
678;ZESCOUnited;782
679;Falkenberg;781
680;ÖstersundsFK;780
681;1ºdeAgosto;766
682;EstudiantesCaseros;752
683;Zrinjski;746
684;WesternUnited;744
685;IroniKiryatShmona;743
686;AcademicaClinceni;737
687;PASGiannina;736
688;Arda;728
689;Hobro;725
690;ChindiaTârgovişte;722
691;Veracruz;713
692;ColoColo;713
693;DeportivoLara;713
694;Jicaral;708
695;RamplaJuniors;707
696;PérezZeledón;707
697;Chornomorets;705
698;V-VarenNagasaki;702
699;RossCounty;693
700;RossCounty;693
701;Platinum;689
702;RadBeograd;682
703;ArsenalKyiv;658
704;Palestino;653
705;Maribor;651
706;HapoelKfarSaba;650
707;Juventud;630
708;OlympiakosNicosia;626
709;GIFSundsvall;624
710;AFCEskilstuna;624
711;WackerInnsbruck;623
712;HapoelRa'anana;618
713;JavorIvanjica;605
714;Limón;605
715;Sūduva;603
716;SantosdeGuápiles;602
717;Alianza;600
718;Pohronie;599
719;Bolívar;594
720;Inđija;594
721;Frosinone;586
722;Akhisarspor;581
723;MačvaŠabac;579
724;Yenisey;576
725;Yenisey;576
726;Silkeborg;566
727;Zamora;565
728;GreenEagles;565
729;Almagro;564
730;Caen;563
731;Dunav;560
732;DinamoTbilisi;553
733;Khimki;550
734;AcademicoViseu;541
735;AsanteKotoko;537
736;LobosBUAP;536
737;Tsarskoselo;532
738;Petrojet;532
739;Shakhtyor;531
740;Hannover96;527
741;RKCWaalwijk;521
742;Fulham;520
743;AlZawra'a;517
744;Bursaspor;515
745;USMAlger;508
746;Lokomotiv;507
747;ŁKSŁódź;505
748;SanMartínSanJuan;501
749;Tigre;501
750;Tigre;501
751;UCR;500
752;Trikala;500
753;Riga;499
754;NACBreda;498
755;HJK;498
756;Ohod;486
757;CentralCoastMariners;484
758;Huachipato;476
759;Rijeka;476
760;Pyunik;468
761;Caracas;466
762;Horoya;463
763;Saarbrücken;460
764;Nürnberg;451
765;SektziaNesTziona;450
766;TheStrongest;446
767;CardiffCity;446
768;UniónLaCalera;445
769;ShamrockRovers;442
770;SaintLouis;442
771;Chievo;439
772;AustriaLustenau;427
773;Ararat-Armenia;423
774;VitoshaBistritsa;420
775;SanJosé;416
776;Linfield;409
777;HeilongjiangLavaSpring;405
778;ShijiazhuangEverBright;405
779;ShanghaiJiading;405
780;LiaoningKaixin;405
781;HebeiElite;405
782;ChangchunYatai;405
783;QingdaoJonoon;405
784;MiedźLegnica;404
785;Chaves;390
786;AlAin;388
787;GénérationFoot;386
788;Alashkert;384
789;Belgrano;376
790;NewMexicoUnited;369
791;DunăreaCălăraşi;361
792;DeportivoTáchira;356
793;DinamoVranje;354
794;Inhulets';353
795;Honda;351
796;Ceres;347
797;HamburgerSV;339
798;Nouadhibou;339
799;UniversidadConcepción;337
800;HamburgerSV;339
801;Nouadhibou;339
802;UniversidadConcepción;337
803;Minai;332
804;Kara;331
805;AlkiOroklini;328
806;AlQuadisiya;324
807;GyeongjuHNP;316
808;ChangwonCity;316
809;Sheriff;316
810;Simba;313
811;KuPS;308
812;AlMerreikh;306
813;Zemun;303
814;Kavala;300
815;ApollonLarissa;300
816;Aucas;297
817;Girona;297
818;EstudiantesdeMérida;297
819;Atlabara;294
820;Hafia;289
821;ZagłębieSosnowiec;278
822;MinerosdeGuayana;277
823;Otôhod'Oyo;277
824;TorpedoMoskva;275
825;TorpedoMoskva;275
826;ShaanxiChang'an;270
827;Flora;267
828;Poprad;264
829;Istiqlol;264
830;TempêteMocaf;260
831;BoyacáChicó;256
832;Épinal;252
833;Liepāja;252
834;SanMartínTucumán;250
835;Kalamata;250
836;Elect-Sport;249
837;SportHuancayo;248
838;Rahimo;248
839;Vaduz;247
840;GziraUnited;246
841;Al-Nasr;244
842;Feirense;244
843;Saburtalo;244
844;AlBatin;243
845;Guaireña;242
846;ProgrèsNiederkorn;241
847;Universitario;238
848;AlwaysReady;238
849;KashiwaReysol;234
850;KashiwaReysol;234
851;Canelas2010;232
852;Vejle;232
853;Varzim;232
854;Fehérvár;228
855;Rentistas;228
856;Ordabasy;225
857;Guingamp;224
858;Kairat;224
859;ConcordiaChiajna;222
860;Kırklarelispor;221
861;BuriramUnited;219
862;Excelsior;217
863;GorMahia;216
864;InterTurku;216
865;Chikhura;213
866;Sutjeska;210
867;Domžale;209
868;Ventspils;207
869;KCCA;207
870;Podbrezová;204
871;Vendsyssel;203
872;KÍ;202
873;Platanias;201
874;Comunicaciones;200
875;Platanias;201
876;Comunicaciones;200
877;Grasshopper;196
878;Dundalk;195
879;Connah'sQuay;195
880;Motagua;194
881;Anzhi;192
882;YoungAfricans;192
883;KanoPillars;185
884;Côted'Or;184
885;Shinnik;184
886;AfricanStars;179
887;RoyalPari;178
888;NõmmeKalju;178
889;FCSantaColoma;169
890;Belfort;168
891;Kedah;167
892;Enyimba;167
893;Tuzlaspor;166
894;Altınordu;166
895;FatihKaragümrük;166
896;Eyüpspor;166
897;ManisaBBSK;166
898;Samsunspor;166
899;Erokspor;166
900;Erokspor;166
901;Keçiörengücü;166
902;VansporFK;166
903;Adanaspor;166
904;Düzyurtspor;166
905;İstanbulspor;166
906;Altay;166
907;Songo;162
908;AlRiffa;160
909;Budućnost;160
910;Amstetten;160
911;Olimpija;159
912;Honvéd;157
913;ElDaklyeh;152
914;Panachaiki;150
915;Veria;150
916;Ergotelis;150
917;Ialysos;150
918;Crusaders;148
919;Engordany;148
920;HuddersfieldTown;148
921;AlKuwait;146
922;12deOctubre;146
923;Shkendija;145
924;FreeStateStars;144
