;score;puissance_homeTeam;puissance_awayTeam;win_cons_home;win_cons_away;lose_cons_home;lose_cons_away;score
876;2;4059;7881;0;1;3;0;2
877;2;100;3861;0;1;1;0;2
878;2;4803;7427;0;0;1;1;2
879;0;7427;100;1;0;0;2;0
880;1;3663;4059;0;1;1;0;1
881;1;9770;4803;2;0;0;2;1
882;2;3861;8949;2;1;0;0;2
883;1;13105;4059;0;0;0;4;1
884;1;2475;5396;0;0;1;0;1
885;1;6139;4554;0;2;0;0;1
886;1;9329;6273;0;0;1;2;1
887;0;7881;3267;2;1;0;0;0
888;2;4257;7447;0;0;0;0;2
889;1;4554;2475;0;1;1;0;1
890;2;100;13105;0;1;0;0;2
891;1;4257;9770;0;3;1;0;1
892;0;4803;9329;0;1;3;0;0
893;1;8949;7427;2;0;0;0;1
894;0;6273;7881;0;0;3;0;0
895;2;3267;6139;0;1;0;0;2
896;2;3861;3663;0;1;1;0;2
897;2;5396;4059;0;0;1;5;2
898;2;4059;7447;0;1;1;0;2
899;0;4059;4059;1;0;0;2;0
900;2;3663;8949;2;0;0;0;2
901;1;7427;3861;0;0;1;2;1
902;2;2475;4257;0;1;1;0;2
903;1;9770;5396;0;0;0;2;1
904;1;7447;100;2;0;0;1;1
905;1;6139;4803;2;0;0;0;1
906;2;6273;3267;0;0;0;1;2
907;1;7881;4554;0;1;0;0;1
908;2;9329;13105;0;3;1;0;2
909;0;5396;9329;0;0;3;2;0
910;1;8949;6273;1;0;0;1;1
911;1;4803;3663;0;0;1;1;1
912;2;4554;9770;0;1;1;0;2
913;1;13105;2475;4;0;0;2;1
914;2;3861;7881;0;1;3;0;2
915;1;4257;6139;2;3;0;0;1
916;0;4059;7427;0;1;0;0;0
917;1;100;4059;0;0;2;0;1
918;0;3267;7447;1;3;0;0;0
919;0;3663;100;0;1;2;0;0
920;2;4803;4554;1;0;0;2;2
921;0;7427;13105;0;6;0;0;0
922;0;6139;3861;0;0;1;4;0
923;1;9329;3267;1;0;0;0;1
924;1;7881;4059;2;0;0;0;1
925;0;4059;2475;0;0;1;3;0
926;0;6273;4257;0;3;2;0;0
927;2;7447;5396;0;0;0;0;2
928;0;9770;8949;3;3;0;0;0
929;0;13105;8949;0;0;0;0;0
930;1;3861;4803;0;0;0;1;1
931;2;2475;7447;0;0;0;1;2
932;1;13105;3663;0;0;0;0;1
933;1;5396;7881;1;3;0;0;1
934;0;4059;9770;0;0;1;0;0
935;1;100;6273;0;0;0;0;1
936;2;3267;7427;0;0;1;0;2
937;2;4257;9329;0;2;0;0;2
938;1;4554;4059;1;0;0;0;1
939;0;8949;6139;0;0;0;0;0
940;0;4059;100;0;1;0;0;0
941;0;7447;6139;1;0;0;0;0
942;1;9770;3861;0;1;0;0;1
943;2;7881;8949;0;0;1;0;2
944;1;9329;4554;3;2;0;0;1
945;0;6273;13105;0;1;1;0;0
946;1;4803;2475;0;0;2;1;1
947;2;7427;5396;1;2;0;0;2
948;0;3663;4257;0;0;1;1;0
949;0;4059;3267;0;0;1;2;0
950;2;100;7881;0;0;0;2;2
951;2;4554;3663;0;0;1;0;2
952;1;8949;7447;1;0;0;0;1
953;0;3267;4059;0;0;0;0;0
954;1;3861;9329;0;4;1;0;1
955;1;2475;9770;0;1;2;0;1
956;1;4257;7427;0;0;0;1;1
957;2;5396;6273;3;0;0;0;2
958;0;6139;4059;0;0;0;0;0
959;1;13105;4803;0;1;0;0;1
960;1;3267;4554;0;0;0;2;1
961;0;6273;6139;1;0;0;0;0
962;1;9770;13105;0;1;1;0;1
963;2;3663;5396;1;0;0;1;2
964;1;7447;4803;0;0;1;1;1
965;0;9329;100;0;0;1;1;0
966;0;4059;3861;0;1;0;0;0
967;1;7881;4257;1;1;0;0;1
968;1;7427;2475;0;1;2;0;1
969;2;4059;8949;0;2;0;0;2
970;1;4803;6273;0;0;2;0;1
971;1;8949;9329;3;0;0;0;1
972;2;2475;4059;0;0;1;1;2
973;1;9770;4059;1;0;0;0;1
974;1;100;7427;0;1;0;0;1
975;0;3861;4257;0;0;0;1;0
976;2;6139;7881;0;2;0;0;2
977;0;7447;3663;1;0;0;1;0
978;1;5396;3267;1;1;0;0;1
979;1;13105;4554;0;0;1;3;1
980;1;3663;3861;0;0;0;0;1
981;1;4554;100;0;1;4;0;1
982;1;7881;9770;3;2;0;0;1
983;0;4059;5396;1;2;0;0;0
984;1;9329;4803;0;1;1;0;1
985;1;6273;2475;0;0;1;2;1
986;1;7427;6139;0;0;1;1;1
987;2;3267;8949;0;4;1;0;2
988;1;4059;7447;0;0;1;0;1
989;2;4257;13105;0;1;0;0;2
990;0;9770;9329;0;1;1;0;0
991;1;2475;3663;0;1;3;0;1
992;1;13105;7881;2;4;0;0;1
993;1;5396;4554;0;1;0;0;1
994;1;4803;4059;0;0;1;0;1
995;0;7447;6273;0;1;1;0;0
996;0;100;4257;0;0;1;1;0
997;2;6139;3267;0;0;2;2;2
998;0;8949;4059;5;1;0;0;0
999;0;4257;2475;0;1;0;0;0
1000;1;4059;100;0;0;0;0;1
1001;1;13105;3861;3;0;0;1;1
1002;1;7427;9770;1;0;0;1;1
1003;1;4554;8949;0;0;1;0;1
1004;2;3267;4803;1;1;0;0;2
1005;1;3663;6139;0;0;1;3;1
1006;1;4059;6273;0;0;1;0;1
1007;2;7881;7447;0;0;1;0;2
1008;1;9329;5396;1;1;0;0;1
1009;1;7427;4059;2;1;0;0;1
1010;1;3861;4554;0;1;2;0;1
1011;1;9770;4257;0;0;2;0;1
1012;0;100;3663;0;1;1;0;0
1013;0;4803;4059;2;1;0;0;0
1014;1;7447;3267;1;0;0;1;1
1015;1;6139;5396;0;0;4;1;1
1016;0;6273;9329;0;2;1;0;0
1017;2;2475;7881;0;0;0;2;2
1018;1;8949;13105;0;0;2;0;1
1019;0;3663;9770;0;1;0;0;0
1020;2;3861;2475;1;0;0;1;2
1021;0;9329;7447;0;2;0;0;0
1022;1;13105;7427;0;3;1;0;1
1023;0;7881;4059;1;0;0;0;0
1024;1;3267;6273;0;0;2;0;1
1025;2;4059;6139;0;1;1;0;2
1026;0;4554;4803;0;0;1;0;0
1027;2;5396;100;0;0;2;0;2
1028;1;4257;8949;0;1;1;0;1
1029;2;3861;7427;0;0;1;1;2
1140;2;100;9319;-1;-1;-1;-1;2
1141;2;2679;100;-1;-1;-1;-1;2
1142;1;3100;4490;-1;-1;-1;-1;1
1143;0;6735;1932;-1;-1;-1;-1;0
1144;2;2588;6846;-1;-1;-1;-1;2
1145;2;2866;1140;-1;-1;-1;-1;2
1146;1;3817;3086;-1;-1;-1;-1;1
1147;0;2280;100;-1;-1;-1;-1;0
1148;2;2242;7928;-1;-1;-1;-1;2
1149;1;9035;1781;-1;-1;-1;-1;1
1150;1;100;2242;0;0;0;1;1
1151;1;4490;1140;0;1;1;0;1
1152;1;9319;100;1;1;0;0;1
1153;0;6846;6735;1;0;0;0;0
1154;2;3100;100;1;0;0;1;2
1155;2;7928;3817;1;1;0;0;2
1156;2;2866;9035;0;1;1;0;2
1157;1;1932;2679;0;0;0;1;1
1158;1;3086;2588;0;0;1;1;1
1159;2;1781;2280;0;0;1;0;2
1160;0;2679;9319;0;2;2;0;0
1161;1;100;2588;0;0;1;2;1
1162;1;9035;3100;2;0;0;1;1
1163;2;1932;7928;1;0;0;1;2
1164;2;100;2866;1;0;0;2;2
1165;2;1140;100;0;1;1;0;2
1166;1;2242;6846;0;0;2;0;1
1167;1;6735;3086;0;1;0;0;1
1168;2;2280;4490;1;1;0;0;2
1169;2;3817;1781;2;0;0;2;2
1170;1;2866;1932;1;0;0;1;1
1171;2;3100;1140;0;0;2;2;2
1172;1;9319;2280;0;0;0;1;1
1173;2;4490;9035;2;0;0;0;2
1174;1;3086;2242;0;1;1;0;1
1175;1;2588;3817;0;0;3;1;1
1176;2;100;6735;2;1;0;0;2
1177;2;1781;100;1;2;0;0;2
1178;0;7928;2679;0;0;1;0;0
1179;1;6846;100;0;0;1;1;1
1180;0;2280;3100;0;0;2;3;0
1181;2;1140;9319;1;1;0;0;2
1182;2;6735;7928;2;0;0;0;2
1183;2;100;2866;3;2;0;0;2
1184;1;9035;6846;1;1;0;0;1
1185;1;2679;2588;0;1;0;0;1
1186;1;100;3086;0;1;2;0;1
1187;0;1932;100;0;0;2;1;0
1188;2;2242;1781;0;0;1;1;2
1189;1;3817;4490;0;0;2;1;1
1190;1;9319;2242;2;0;0;2;1
1191;2;2588;9035;0;2;1;0;2
1192;2;3086;7928;0;1;1;0;2
1193;1;100;1140;0;0;1;1;1
1194;1;6846;1932;0;0;1;0;1
1195;1;3100;100;0;0;0;0;1
1196;2;1781;6735;1;0;0;1;2
1197;0;2866;2280;3;0;0;0;0
1198;2;4490;2679;0;1;2;0;2
1199;1;100;3817;1;1;0;0;1
1200;1;2242;100;0;2;3;0;1
1201;1;2280;2588;0;0;0;2;1
1202;2;1932;4490;0;0;1;3;2
1203;1;2679;3100;2;1;0;0;1
1204;0;6735;2866;1;0;0;0;0
1205;1;7928;1781;0;0;1;1;1
1206;0;100;6846;0;1;1;0;0
1207;0;3817;100;0;0;1;0;0
1208;2;9035;9319;0;4;1;0;2
1209;0;6846;7928;0;1;0;0;0
1210;1;100;2280;0;1;0;0;1
1211;1;9319;100;5;0;0;0;1
1212;2;3086;9035;0;0;2;2;2
1213;1;3100;3817;0;0;1;0;1
1214;0;2588;6735;0;0;3;0;0
1215;1;2866;2242;0;1;0;0;1
1216;1;100;1932;0;0;1;2;1
1217;0;4490;1781;1;0;0;2;0
1218;0;1140;2679;0;3;2;0;0
1219;2;2280;3086;0;0;1;3;2
1220;0;1781;9319;0;7;0;0;0
1221;0;9035;100;2;1;0;0;0
1222;1;1932;1140;0;0;3;0;1
1223;1;100;2588;0;0;1;0;1
1224;1;7928;3100;0;1;1;0;1
1225;0;3817;2866;0;1;1;0;0
1226;0;2242;100;0;2;1;0;0
1227;1;6735;4490;0;0;0;0;1
1228;2;2679;6846;0;0;0;0;2
1229;2;100;2280;0;0;0;2;2
1230;2;1140;9035;0;0;1;0;2
1231;0;100;7928;0;1;0;0;0
1232;1;9319;1932;0;1;0;0;1
1233;1;6846;3817;1;0;0;0;1
1234;2;3100;6735;0;1;1;0;2
1235;0;2588;1781;0;0;1;0;0
1236;1;2866;100;0;1;0;0;1
1237;2;3086;2679;1;0;0;1;2
1238;1;4490;2242;0;0;1;0;1
1239;1;6735;100;2;0;0;0;1
1240;2;100;9035;0;1;1;0;2
1241;2;3817;9319;0;1;1;0;2
1242;2;7928;2866;0;1;0;0;2
1243;2;1932;3100;0;0;1;2;2
1244;1;2280;1140;1;0;0;2;1
1245;0;1781;3086;0;0;0;1;0
1246;0;2679;100;1;0;0;1;0
1247;2;4490;6846;1;2;0;0;2
1248;2;2242;2588;0;0;1;0;2
1249;1;3086;100;0;0;0;2;1
1250;2;1140;3817;0;0;3;2;2
1251;1;9035;2280;0;2;1;0;1
1252;0;100;1932;0;0;0;2;0
1253;1;2866;2679;2;0;0;0;1
1254;1;6846;1781;3;0;0;0;1
1255;0;3100;2242;1;0;0;2;0
1256;0;2588;7928;1;0;0;0;0
1257;1;100;6735;0;3;0;0;1
1258;1;9319;4490;3;0;0;1;1
1259;2;7928;9319;0;4;0;0;2
1260;0;4490;100;0;0;2;0;0
1261;2;3817;9035;1;1;0;0;2
1262;0;100;100;0;1;3;0;0
1263;1;6735;1140;0;0;1;4;1
1264;1;2280;2679;0;0;1;1;1
1265;2;3086;6846;1;4;0;0;2
1266;1;2588;3100;0;0;0;0;1
1267;0;1781;2866;0;3;1;0;0
1268;0;2242;1932;0;0;0;0;0
1269;2;1140;7928;0;1;5;0;2
1270;2;1932;3817;0;0;0;1;2
1271;2;2679;1781;0;0;2;0;2
1272;0;9319;3086;6;0;0;1;0
1273;1;9035;2242;3;0;0;0;1
1274;1;6846;3100;5;0;0;1;1
1275;2;100;4490;0;0;0;0;2
1276;2;100;100;0;0;0;0;2
1277;2;2280;6735;1;1;0;0;2
1278;1;2866;2588;0;1;0;0;1
1279;0;9035;6735;4;2;0;0;0
1280;1;7928;2280;2;0;0;1;1
1281;0;3100;100;0;0;2;1;0
1282;1;6846;9319;6;0;0;0;1
1283;0;1781;1932;1;0;0;1;0
1284;1;3817;2679;1;0;0;3;1
1285;0;3086;2866;0;1;0;0;0
1286;2;2242;1140;0;0;1;6;2
1287;2;2588;100;0;0;1;1;2
1288;2;100;4490;1;1;0;0;2
1289;1;1140;1781;1;0;0;0;1
1290;2;100;100;1;1;0;0;2
1291;2;1932;2588;0;0;0;2;2
1292;0;2280;3817;0;2;2;0;0
1293;1;9319;3100;1;0;0;0;1
1294;0;4490;3086;2;0;0;0;0
1295;1;100;7928;0;4;1;0;1
1296;1;6735;2242;0;0;0;2;1
1297;0;2679;9035;0;0;4;1;0
1298;2;2866;6846;0;7;0;0;2
1299;2;2588;9319;1;2;0;0;2
1300;2;1140;3086;2;0;0;0;2
1301;2;2679;6735;0;1;0;0;2
1302;1;3100;2866;0;0;1;1;1
1303;1;9035;1932;0;0;0;1;1
1304;2;3817;2242;0;0;0;3;2
1305;1;7928;4490;0;0;1;0;1
1306;0;100;1140;2;0;0;1;0
1307;2;1781;100;0;1;1;0;2
1308;2;3086;100;1;0;0;1;2
1309;2;1140;6846;0;8;0;0;2
1310;2;2242;2280;1;0;0;0;2
1311;1;1932;3086;0;0;2;1;1
1312;2;6735;3817;2;0;0;1;2
1313;0;100;2679;2;0;0;1;0
1314;1;9319;2866;3;0;0;2;1
1315;0;4490;2588;0;0;1;1;0
1316;1;7928;100;1;0;0;0;1
1317;2;1781;3100;0;1;2;0;2
1318;2;100;9035;1;1;0;0;2
1319;2;2866;4490;0;0;3;0;2
1320;1;6846;100;9;0;0;1;1
1321;0;9035;7928;2;2;0;0;0
1322;1;3100;3086;2;0;0;2;1
1323;1;2679;2242;0;0;0;1;1
1324;1;2588;1140;0;0;0;1;1
1325;1;3817;100;1;0;0;0;1
1326;1;2280;1932;1;1;0;0;1
1327;2;6735;9319;0;4;1;0;2
1328;1;100;1781;0;0;1;3;1
1329;1;6846;2588;10;1;0;0;1
1330;1;3086;3817;0;2;3;0;1
1331;2;100;2679;0;1;2;0;2
1332;1;4490;3100;1;3;0;0;1
1333;0;100;2280;0;2;1;0;0
1334;0;1140;2866;0;0;2;4;0
1335;0;1781;9035;0;0;4;0;0
1336;2;1932;6735;0;0;1;2;2
1337;1;9319;100;5;1;0;0;1
1338;2;7928;2242;0;0;0;2;2
1339;2;1140;4490;0;2;0;0;2
1340;2;2242;100;1;0;0;0;2
1341;0;2679;1932;2;0;0;2;0
1342;2;3817;7928;0;0;1;1;2
1343;0;9035;2866;0;0;0;0;0
1344;1;100;3100;0;0;1;1;1
1345;0;2588;3086;0;1;1;0;0
1346;1;2280;1781;0;0;0;0;1
1347;0;6735;6846;1;11;0;0;0
1348;1;100;9319;0;6;3;0;1
1349;1;100;1140;1;0;0;1;1
1350;0;2866;100;0;1;0;0;0
1351;1;3086;6735;0;0;0;0;1
1352;1;9319;2679;0;0;1;0;1
1353;1;6846;2242;0;0;0;1;1
1354;0;4490;2280;3;1;0;0;0
1355;0;7928;1932;1;0;0;0;0
1356;1;1781;3817;0;0;1;2;1
1357;2;3100;9035;0;0;2;0;2
1358;2;2588;100;0;1;0;0;2
1359;0;6846;2280;1;0;0;0;0
1360;2;6735;100;0;2;1;0;2
1361;2;2679;7928;0;0;1;0;2
1362;2;3817;2588;0;0;3;1;2
1363;1;2280;9319;0;1;0;0;1
1364;2;2242;3086;0;1;2;0;2
1365;2;100;1781;2;1;0;0;2
1366;1;1932;2866;0;0;0;0;1
1367;0;1140;3100;0;0;2;3;0
1368;2;100;6846;0;0;0;0;2
1369;1;9035;4490;1;0;0;0;1
1370;1;1781;2242;2;0;0;3;1
1371;2;100;1932;3;1;0;0;2
1372;1;7928;6735;1;0;0;2;1
1373;0;3100;2280;0;1;0;0;0
1374;1;9319;1140;0;0;1;0;1
1375;2;2588;2679;1;0;0;2;2
1376;2;3086;100;2;0;0;1;2
1377;2;2866;100;0;0;1;1;2
1378;1;6846;9035;1;2;0;0;1
1379;1;4490;3817;0;0;1;4;1
1380;2;1140;100;0;1;1;0;2
1381;0;100;3100;0;0;1;0;0
1382;2;2242;9319;0;1;4;0;2
1383;0;2679;4490;1;1;0;0;0
1384;2;1932;6846;2;2;0;0;2
1385;1;6735;1781;0;3;3;0;1
1387;1;6846;100;3;0;0;0;1
1388;1;100;3817;0;0;0;5;1
1389;2;1781;7928;0;3;1;0;2
1390;2;2866;6735;0;1;2;0;2
1391;2;100;2242;1;0;0;5;2
1392;2;4490;1932;0;0;0;1;2
1393;1;2588;2280;0;0;1;0;1
1394;0;3100;2679;0;0;0;0;0
1395;1;9319;9035;0;0;1;1;1
1396;1;3086;1140;0;0;1;2;1
1520;2;100;3507;0;0;0;0;2
1521;1;100;100;0;0;0;0;1
1522;1;100;3507;1;1;0;0;1
1523;1;1092;4858;-1;-1;-1;-1;1
1524;1;423;100;-1;-1;-1;-1;1
1525;2;178;100;-1;-1;-1;-1;2
1526;1;498;74;-1;-1;-1;-1;1
1527;2;63;5551;-1;-1;-1;-1;2
1528;0;603;100;-1;-1;-1;-1;0
1529;0;832;136;-1;-1;-1;-1;0
1530;0;100;100;-1;2;-1;0;0
1531;0;119;1054;-1;-1;-1;-1;0
1532;2;316;244;-1;-1;-1;-1;2
1533;0;890;2030;-1;-1;-1;-1;0
1534;1;1735;3545;-1;-1;-1;-1;1
1535;0;3493;210;-1;-1;-1;-1;0
1536;2;409;2769;-1;-1;-1;-1;2
1537;0;195;135;-1;-1;-1;-1;0
1538;2;100;651;-1;-1;-1;-1;2
1539;2;100;178;1;0;0;1;2
1540;2;244;316;1;0;0;1;2
1541;0;136;832;0;0;0;0;0
1542;0;74;498;0;1;1;0;0
1543;1;100;603;0;0;0;0;1
1544;2;100;100;0;0;0;0;2
1545;2;135;195;0;0;0;0;2
1546;1;100;423;0;1;1;0;1
1547;1;1054;119;0;0;0;0;1
1548;1;2769;409;1;0;0;1;1
1549;2;3545;1735;0;1;1;0;2
1550;1;4858;1092;0;1;1;0;1
1551;2;2030;890;0;0;0;0;2
1552;1;210;3493;0;0;0;0;1
1553;1;651;100;1;0;0;1;1
1554;1;5551;63;1;0;0;1;1
1555;0;2877;6497;-1;-1;-1;-1;0
1556;2;244;2478;0;-1;1;-1;2
1557;1;4032;100;-1;-1;-1;-1;1
1558;2;100;100;1;-1;0;-1;2
1559;2;210;3270;1;-1;0;-1;2
1560;1;890;2769;1;2;0;0;1
1561;1;1735;136;2;0;0;0;1
1562;1;4858;2302;1;-1;0;-1;1
1563;1;651;100;2;1;0;0;1
1564;0;195;1054;1;1;0;0;0
1565;1;100;498;1;0;0;0;1
1566;1;5551;178;2;1;0;0;1
1567;2;178;5551;0;3;1;0;2
1568;1;3270;210;1;0;0;1;1
1569;0;2302;4858;0;2;1;0;0
1570;0;136;1735;0;3;1;0;0
1571;1;100;4032;0;1;1;0;1
1572;1;2478;244;1;0;0;2;1
1573;1;6497;2877;0;0;0;0;1
1574;1;498;100;0;2;1;0;1
1575;1;2769;890;0;2;1;0;1
1576; None;100;651;0;3;1;0; None
1577;1;1054;195;0;0;0;0;1
1578;1;100;100;1;0;0;1;1
1579;2;3270;1054;2;1;0;0;2
1580;0;3673;8164;-1;-1;-1;-1;0
1581;0;2478;1735;2;0;0;0;0
1582;1;8036;4168;-1;-1;-1;-1;1
1583;0;100;100;0;2;1;0;0
1584;2;5313;6206;-1;-1;-1;-1;2
1585;2;100;6497;-1;1;-1;0;2
1586;2;100;100;1;-1;0;-1;2
1587;0;4858;5551;0;4;0;0;0
1588;2;651;2769;3;1;0;0;2
1589;2;1054;3270;2;0;0;1;2
1590;1;2769;651;2;0;0;1;1
1591;0;4168;8036;0;1;1;0;0
1592;2;100;100;0;0;0;0;2
1593;2;1735;2478;0;0;0;0;2
1594;1;8164;3673;0;0;0;0;1
1595;1;6497;100;2;0;0;1;1
1596;1;100;100;1;0;0;1;1
1597;2;5551;4858;0;0;0;0;2
1598;2;6206;5313;1;0;0;1;2
1599;2;4858;3612;1;-1;0;-1;2
1600;0;3270;8164;1;1;0;0;0
1601;2;100;8036;2;0;0;0;2
1602;0;3132;100;-1;1;-1;0;0
1603;1;2478;2769;1;3;0;0;1
1604;1;6497;5313;3;1;0;0;1
1605;0;100;3132;0;0;0;0;0
1606;0;2769;2478;0;2;1;0;0
1607;2;5313;6497;0;4;1;0;2
1608;1;3612;4858;1;0;0;1;1
1609;1;8164;3270;0;0;0;0;1
1610;1;8036;100;1;0;0;1;1
1611;0;9035;3612;3;2;0;0;0
1612;0;6154;6351;0;-1;0;-1;0
1613;1;100;14695;1;5;0;0;1
1614;1;100;2929;-1;-1;-1;-1;1
1615;0;7276;13105;-1;1;-1;0;0
1616;2;6562;9221;-1;-1;-1;-1;2
1617;2;8832;9770;1;0;0;1;2
1618;1;8164;4207;1;1;0;0;1
1619;0;8036;3647;2;-1;0;-1;0
1620;0;6497;6821;5;1;0;0;0
1621;1;9495;8949;3;1;0;0;1
1622;1;10885;100;-1;0;-1;0;1
1623;2;100;10390;-1;0;-1;1;2
1624;1;2478;7928;0;1;0;0;1
1625;2;8083;100;-1;-1;-1;-1;2
1626;0;9329;9319;0;0;1;0;0
1627;0;8949;8036;0;0;0;0;0
1628;2;7928;100;2;0;0;1;2
1629;2;3647;9495;0;1;0;0;2
1630;2;6821;10885;1;1;0;0;2
1631;1;100;6497;0;0;1;0;1
1632;1;10390;2478;3;1;0;0;1
1633;1;9319;8083;3;0;0;1;1
1634;2;100;9329;1;0;0;0;2
1635;0;2929;100;0;1;1;0;0
1636;2;3612;7276;0;0;0;0;2
1637;1;14695;100;2;1;0;0;1
1638;1;13105;9035;2;3;0;0;1
1639;1;6351;6562;0;0;0;1;1
1640;2;9221;6154;1;0;0;1;2
1641;2;4207;8832;0;1;0;0;2
1642;2;9770;8164;1;2;0;0;2
1643;0;100;2478;1;0;0;1;0
1644;1;9329;8083;0;0;0;2;1
1645;2;3647;8949;0;0;1;1;2
1646;2;8036;9495;0;4;0;0;2
1647;1;6821;100;0;1;0;0;1
1648;2;6497;10885;0;2;1;0;2
1649;1;10390;7928;1;0;0;0;1
1650;1;9319;100;6;0;0;1;1
1651;1;9221;6351;0;1;1;0;1
1652;2;8164;8832;3;4;0;0;2
1653;2;100;100;0;1;1;0;2
1654;2;2929;14695;0;0;0;0;2
1655;1;9035;7276;1;1;0;0;1
1656;2;3612;13105;0;5;1;0;2
1657;1;6562;6154;0;0;2;0;1
1658;0;4207;9770;0;0;1;0;0
1659;0;13105;3612;0;0;1;2;0
1660;2;6351;9221;0;1;1;0;2
1661;1;14695;2929;3;0;0;1;1
1662;0;100;100;0;0;1;2;0
1663;1;7276;9035;0;2;1;0;1
1664;1;6154;6562;2;1;0;0;1
1665;0;8832;8164;7;0;0;1;0
1666;1;9770;4207;1;0;0;1;1
1667;1;10885;6497;3;0;0;2;1
1668;2;100;9319;0;2;2;0;2
1669;1;9495;8036;0;0;1;1;1
1670;1;8949;3647;0;0;0;2;1
1671;2;100;6821;0;0;1;0;2
1672;0;7928;10390;0;4;1;0;0
1673;0;2478;100;0;0;0;0;0
1674;1;8083;9329;0;0;3;0;1
1675;0;3647;8036;0;0;3;2;0
1676;2;100;8083;0;1;3;0;2
1677;0;8949;9495;3;3;0;0;0
1678;1;6821;6497;1;0;0;3;1
1679;2;100;10885;0;4;2;0;2
1680;0;10390;100;1;0;0;0;0
1681;1;7928;2478;0;0;1;0;1
1682;1;9319;9329;5;0;0;0;1
1683;1;6351;6154;0;1;2;0;1
1684;0;9770;8832;0;0;1;1;0
1685;0;14695;100;6;0;0;0;0
1686;2;2929;100;0;0;2;0;2
1687;1;13105;7276;2;1;0;0;1
1688;2;3612;9035;0;2;0;0;2
1689;0;9221;6562;2;0;0;1;0
1690;2;4207;8164;0;0;1;0;2
1691;1;100;2929;0;0;0;3;1
1692;2;100;14695;1;3;0;0;2
1693;1;7276;3612;0;0;1;1;1
1694;2;9035;13105;0;5;0;0;2
1695;0;6154;9221;1;0;0;0;0
1696;1;6562;6351;0;1;0;0;1
1697;1;8832;4207;0;3;1;0;1
1698;2;8164;9770;1;2;0;0;2
1699;2;100;7928;0;3;0;0;2
1700;2;2478;10390;0;0;1;1;2
1701;1;9495;3647;2;0;0;0;1
1702;2;8036;8949;0;2;0;0;2
1703;1;10885;6821;5;1;0;0;1
1704;1;6497;100;0;0;4;3;1
1705;2;8083;9319;2;0;0;1;2
1706;1;9329;100;0;0;0;4;1
1707;1;7276;9495;1;0;0;0;1
1708;1;9329;14695;0;14;0;0;1
1709;1;7928;9770;2;0;0;0;1
1710;2;6821;9221;3;0;0;0;2
1711;2;8832;10885;1;6;0;0;2
1712;0;100;13105;2;4;0;0;0
1713;2;8949;10390;0;2;1;0;2
1714;1;6154;9319;1;2;0;0;1
1715;2;9770;7928;0;4;0;0;2
1716;1;9221;6821;1;0;0;0;1
1717;1;9495;7276;2;2;0;0;1
1718;2;14695;9329;1;0;0;0;2
