;Equipe;Points
100;RealSociedad;4700
101;OlympiqueMarseille;4683
102;RapidWien;4642
103;JejuUnited;4632
104;Zorya;4621
105;RayoVallecano;4600
106;Partizan;4586
107;Anderlecht;4460
108;Milan;4443
109;OlympiqueLyonnais;4440
110;Coritiba;4400
111;SpartaPraha;4400
112;Bordeaux;4360
113;Beşiktaş;4300
114;Málaga;4300
115;Banfield;4259
116;AtléticoNacional;4228
117;Belgrano;4201
118;Avaí;4200
119;Mainz05;4181
120;WestBromwichAlbion;4152
121;HamburgerSV;4132
122;WerderBremen;4113
123;Galatasaray;4098
124;Köln;4087
125;LegiaWarszawa;4078
126;KashiwaReysol;4069
127;Querétaro;4032
128;AZ;4028
129;Libertad;4021
130;SantosLaguna;4010
131;LokomotivMoskva;4008
132;Nacional;3997
133;Celtic;3967
134;AlIttihad;3953
135;Pachuca;3914
136;Belenenses;3902
137;Goiás;3900
138;SwanseaCity;3891
139;Ismaily;3890
140;Sassuolo;3885
141;ViktoriaPlzeň;3871
142;SlovanLiberec;3846
143;RubinKazan';3827
144;BeijingGuoan;3797
145;Atlas;3770
146;Lille;3768
147;Sion;3761
148;AlAhli;3757
149;Getafe;3750
150;Guingamp;3737
151;RioAve;3719
152;Rosenborg;3707
153;LechPoznań;3638
154;PAOK;3627
155;Empoli;3608
156;Astra;3608
157;Granada;3600
158;Eibar;3600
159;Vorskla;3594
160;WestHamUnited;3577
161;Gwangju;3570
162;Sampdoria;3547
163;Herediano;3541
164;Feyenoord;3534
165;Bastia;3517
166;GimnasiaLaPlata;3512
167;Midtjylland;3504
168;Molde;3483
169;Stuttgart;3460
170;AlMerreikh;3459
171;DinamoMoskva;3458
172;Quilmes;3452
173;Tigre;3438
174;AlIttihad;3438
175;TPMazembe;3430
176;Trenčín;3406
177;ElDaklyeh;3395
178;Chievo;3394
179;Genoa;3386
180;EintrachtFrankfurt;3374
181;SanfrecceHiroshima;3371
182;Caen;3358
183;Levante;3300
184;Aldosivi;3288
185;Rostov;3274
186;Veracruz;3270
187;Panathinaikos;3270
188;AlMokawloon;3269
189;Marítimo;3259
190;Vitesse;3248
191;VitóriaGuimarães;3230
192;Hoffenheim;3210
193;Atalanta;3191
194;Petrojet;3182
195;PaçosdeFerreira;3155
196;Salzburg;3153
197;Groningen;3130
198;Palermo;3115
199;APOEL;3105
200;FCSB;3104
201;Elche;3100
202;Joinville;3100
203;Nice;3096
204;UniónSantaFe;3066
205;AlMasry;3052
206;Volyn;3045
207;ElGeish;3032
208;Emelec;3019
209;Lekhwiya;3018
210;Alajuelense;3017
211;TârguMureş;2997
212;Newell'sOldBoys;2990
213;MalmöFF;2977
214;Toluca;2974
215;Trabzonspor;2965
216;UrawaReds;2964
217;StandardLiège;2959
218;Žilina;2958
219;PumasUNAM;2948
220;Estoril;2943
221;WadiDegla;2924
222;Lorient;2922
223;Olimpo;2916
224;MaccabiTelAviv;2912
225;Guadalajara;2892
226;Montpellier;2881
227;Udinese;2879
228;Colón;2842
229;SpartakMoskva;2835
230;VitóriaSetúbal;2818
231;SanMartínSanJuan;2767
232;KashimaAntlers;2758
233;ElShorta;2754
234;NewcastleUnited;2752
235;AkhmatGrozny;2751
236;SlovanBratislava;2750
237;AlHilalOmdurman;2738
238;AmkarPerm';2727
239;Bursaspor;2724
240;København;2724
241;Arouca;2723
242;PECZwolle;2708
243;AlShabab;2702
244;Ural;2701
245;IFKGöteborg;2694
246;Rennes;2681
247;İstanbulBaşakşehir;2680
248;Monterrey;2666
249;ElGounah;2666
250;DefensayJusticia;2662
251;Jablonec;2636
252;AstonVilla;2624
253;CrvenaZvezda;2606
254;SportivoLuqueño;2606
255;Moreirense;2602
256;Čukarički;2590
257;OmoniaNicosia;2572
258;Olimpia;2570
259;HellasVerona;2546
260;MontrealImpact;2531
261;MontrealImpact;2531
262;AsterasTripolis;2530
263;VélezSarsfield;2528
264;SportingCharleroi;2522
265;Tijuana;2512
266;Mechelen;2504
267;Sunderland;2495
268;DinamoBucureşti;2493
269;Persepolis;2487
270;Konyaspor;2481
271;DCUnited;2480
272;Genk;2470
273;ArgentinosJuniors;2467
274;Junior;2463
275;Hannover96;2453
276;Heerenveen;2441
277;Chiapas;2438
278;Elfsborg;2409
279;Heracles;2394
280;GodoyCruz;2392
281;Medellín;2380
282;PanduriiTârguJiu;2376
283;Luzern;2374
284;Aberdeen;2359
285;Odd;2358
286;AlTaawon;2358
287;DeportesTolima;2356
288;DefensorSporting;2347
289;Viitorul;2337
290;Brøndby;2336
291;Toulouse;2335
292;MamelodiSundowns;2333
293;AEKLarnaca;2331
294;CSMIaşi;2312
295;Sivasspor;2309
296;Vojvodina;2301
297;RheindorfAltach;2290
298;LevskiSofia;2283
299;AlFateh;2280
300;NaftTehran;2270
301;Wanderers;2260
302;ChernoMore;2258
303;Utrecht;2250
304;Temperley;2244
305;Sarmiento;2243
306;Beroe;2235
307;AIK;2232
308;AlAin;2230
309;AlKhaleej;2225
310;MordoviaSaransk;2210
311;BusanI'Park;2210
312;USMAlger;2206
313;Atromitos;2203
314;Rizespor;2195
315;CFRCluj;2186
316;Strømsgodset;2185
317;MladáBoleslav;2174
318;NuevaChicago;2168
319;León;2166
320;HapoelBe'erSheva;2164
321;ShandongLuneng;2155
322;BeitarJerusalem;2150
323;Freiburg;2148
324;Nantes;2121
325;CerroPorteño;2120
326;Nacional;2115
327;Anorthosis;2113
328;Arsenal;2109
329;WillemII;2103
330;YoungBoys;2097
331;Tokyo;2093
332;Norrköping;2092
333;Watford;2082
334;CruzAzul;2060
335;Karpaty;2059
336;Almería;2050
337;Ufa;2044
338;Académica;2040
339;AlSadd;2037
340;Kortrijk;2023
341;DeportivoCali;2022
342;Thun;2021
343;Reims;2021
344;RealBetis;2000
345;Stabæk;1999
346;Apollon;1998
347;Panionios;1996
348;SturmGraz;1986
349;Kuban'Krasnodar;1985
350;Gaziantepspor;1983
351;Grasshopper;1978
352;CracoviaKraków;1973
353;KVOostende;1972
354;DeportivoSaprissa;1968
355;Puebla;1966
356;SpartakTrnava;1959
357;Lovech;1948
358;Zürich;1945
359;ADODenHaag;1944
360;AkhisarBelediyespor;1939
361;OnceCaldas;1934
362;Ludogorets;1934
363;Danubio;1920
364;GuangzhouR&F;1918
365;AustriaWien;1910
366;HullCity;1908
367;Twente;1901
368;AlRaed;1894
369;NewYorkRB;1887
370;InvernessCT;1872
371;Viking;1866
372;Xanthi;1862
373;Lokeren;1856
374;AaB;1833
375;AlFaisaly;1829
376;SeattleSounders;1826
377;KawasakiFrontale;1807
378;Colo-Colo;1800
379;ShanghaiSIPG;1787
380;CSUCraiova;1783
381;Ingolstadt;1775
382;Botoşani;1774
383;KaizerChiefs;1767
384;WolfsbergerAC;1766
385;PortlandTimbers;1764
386;PortlandTimbers;1764
387;Kasımpaşa;1754
388;YokohamaF.Marinos;1745
389;Randers;1736
390;RadničkiNiš;1730
391;Oleksandria;1723
392;LAGalaxy;1722
393;AtléticoRafaela;1721
394;Excelsior;1716
395;SønderjyskE;1714
396;Dallas;1712
397;JagielloniaBiałystok;1709
398;Morelia;1709
399;BoracČačak;1697
400;DAC;1695
401;MaccabiPetahTikva;1692
402;SportingKC;1671
403;PASGiannina;1668
404;ŚląskWrocław;1666
405;Peñarol;1663
406;RealSaltLake;1657
407;Senica;1655
408;Příbram;1652
409;Levadiakos;1630
410;St.Johnstone;1625
411;St.Gallen;1624
412;AngersSCO;1620
413;IroniKiryatShmona;1619
414;Djurgården;1618
415;BATE;1616
416;DaejeonCitizen;1615
417;VancouverWhitecaps;1611
418;Parma;1608
419;Darmstadt98;1598
420;Mersinİdmanyurdu;1586
421;Eskişehirspor;1584
422;Teplice;1582
423;BuriramUnited;1581
424;Panaitolikos;1563
425;Panaitolikos;1563
426;Burnley;1562
427;Astana;1560
428;ColumbusCrew;1559
429;Vålerenga;1554
430;RuchChorzów;1543
431;Häcken;1539
432;MaccabiHaifa;1531
433;ShonanBellmare;1523
434;Metalist;1521
435;Ružomberok;1517
436;Millonarios;1514
437;Cagliari;1508
438;Gençlerbirliği;1508
439;Panthrakikos;1502
440;DuklaPraha;1501
441;SportingGijón;1500
442;SantosdeGuápiles;1498
443;SlaviaPraha;1494
444;RiverPlate;1494
445;Zulte-Waregem;1488
446;OlimpikDonetsk;1484
447;Platanias;1482
448;TheStrongest;1476
449;RossCounty;1475
450;AFCBournemouth;1470
451;MladostLučani;1465
452;ZbrojovkaBrno;1460
453;NagoyaGrampus;1459
454;HapoelRa'anana;1450
455;AEL;1447
456;Vaduz;1446
457;MoghrebTétouan;1439
458;KrylyaSovetov;1432
459;Admira;1430
460;RoyalExcelMouscron;1430
461;Lillestrøm;1428
462;NacionalAsunción;1428
463;Envigado;1425
464;ShanghaiShenhua;1422
465;SpartakMyjava;1404
466;ConcordiaChiajna;1399
467;Örebro;1399
468;GilVicente;1395
469;Slovácko;1393
470;Bohemians1905;1390
471;RionegroÁguilas;1382
472;Sarpsborg08;1379
473;NoviPazar;1379
474;Juventud;1371
475;SaganTosu;1367
476;Cerro;1366
477;LechiaGdańsk;1338
478;Bologna;1336
479;Cambuur;1331
480;NewEngland;1327
481;StalKamianske;1327
482;Voždovac;1318
483;PogońSzczecin;1313
484;NeaSalamis;1312
485;VisselKobe;1302
486;LasPalmas;1300
487;BneiSakhnin;1294
488;Ried;1293
489;OB;1292
490;KoronaKielce;1288
491;RajaCasablanca;1284
492;WesternSydneyWanderers;1284
493;VysočinaJihlava;1276
494;Limón;1276
495;HenanJianye;1274
496;LokomotivPlovdiv;1272
497;Toronto;1272
498;Hoverla;1272
499;AtléticoHuila;1269
500;Bodø/Glimt;1268
501;RadBeograd;1268
502;Cartaginés;1266
503;JiangsuSuning;1265
504;Cortuluá;1263
505;Westerlo;1262
506;UniversidadGuadalajara;1260
507;Veria;1260
508;Podbeskidzie;1256
509;SJEarthquakes;1256
510;GazélecAjaccio;1254
511;Qarabağ;1238
512;Nasaf;1236
513;PatriotasBoyacá;1225
514;PartickThistle;1225
515;PhiladelphiaUnion;1223
516;NEC;1215
517;Fénix;1209
518;VegaltaSendai;1207
519;Aalesund;1205
520;LaEquidad;1202
521;NorwichCity;1198
522;Grödig;1196
523;AlianzaPetrolera;1178
524;Nordsjælland;1176
525;HapoelAcre;1175
526;Dundee;1175
527;DeportivoCapiatá;1174
528;VentforetKofu;1174
529;SoldeAmérica;1174
530;Helsingborg;1173
531;PetrolulPloieşti;1170
532;AlShoalah;1164
533;GórnikŁęczna;1158
534;ESSétif;1157
535;Esbjerg;1156
536;Waasland-Beveren;1154
537;SudAmérica;1149
538;Gefle;1142
539;Najran;1140
540;Karabükspor;1139
541;OFKBeograd;1139
542;MCElEulma;1138
543;Hajer;1130
544;BidvestWits;1129
545;DinamoZagreb;1125
546;Paderborn;1119
547;ZlatéMoravce;1115
548;ClubUniversitario;1114
549;BrisbaneRoar;1114
550;Uruguay;1112
551;RodaJC;1108
552;HoustonDynamo;1102
553;DeportivoPasto;1095
554;HapoelHaifa;1087
555;LDUQuito;1084
556;AlbirexNiigata;1080
557;MaccabiNetanya;1076
558;Motherwell;1075
559;QueensParkRangers;1066
560;Kalloni;1064
561;WisłaKraków;1058
562;GórnikZabrze;1058
563;SpartakSubotica;1058
564;MetalurhZaporizhya;1055
565;ShijiazhuangEverBright;1053
566;HamiltonAcademical;1050
567;OrlandoCity;1048
568;Hammarby;1048
569;Jagodina;1047
570;CrucerodelNorte;1047
571;RubioÑú;1045
572;BotevPlovdiv;1041
573;EvianTG;1039
574;Chornomorets;1033
575;Cesena;1026
576;DinamoMinsk;1026
577;DundeeUnited;1025
578;OrlandoPirates;1019
579;Carpi;1019
580;Kayserispor;1018
581;GIFSundsvall;1015
582;SuperSportUnited;1014
583;ZawiszaBydgoszcz;1008
584;Hobro;1006
585;UCR;994
586;AEKAthens;989
587;Frosinone;984
588;Kalmar;984
589;Haugesund;984
590;ElTanqueSisley;983
591;GeneralDíaz;979
592;ColoradoRapids;976
593;HapoelTelAviv;976
594;Kerkyra;969
595;UniãoMadeira;963
596;Anzhi;960
597;ACSPoliTimişoara;959
598;DeportivoSantaní;958
599;Lugano;955
600;EthnikosAchna;953
601;ChangchunYatai;945
602;ChongqingDangdaiLifan;945
603;Doxa;943
604;NewYorkCity;939
605;SportingCristal;938
606;Qabala;937
607;Pakhtakor;927
608;Kilmarnock;925
609;Tromsø;921
610;Foolad;917
611;TorpedoMoskva;915
612;ChicagoFire;901
613;Córdoba;900
614;Kairat;896
615;SkënderbeuKorçë;895
616;Sint-Truiden;895
617;Ermis;893
618;Hangzhou;891
619;BloemfonteinCeltic;890
620;MatsumotoYamaga;889
621;Zlín;888
622;Enyimba;871
623;PlatinumStars;871
624;Falkenberg;869
625;CapeTownCity;867
626;FreeStateStars;867
627;PérezZeledón;861
628;MisrLelMakasa;860
629;Carmelita;860
630;MetalurhDonetsk;857
631;ArsenalTula;854
632;Vestsjælland;853
633;JavorIvanjica;848
634;Racing;837
635;LiaoningKaixin;837
636;Iraklis;833
637;Belén;824
638;Uniautónoma;823
639;Ergotelis;820
640;BeijingRenhe;815
641;Košice;808
642;ZagłębieLubin;807
643;Hearts;800
644;Rentistas;799
645;ShimizuS-Pulse;795
646;Mattersburg;791
647;AyiaNapa;790
648;UniversitateaCluj;783
649;Penafiel;783
650;AjaxCapeTown;782
651;Mjøndalen;780
652;Zamalek;774
653;MontedioYamagata;764
654;Tacuarembó;761
655;TianjinTeda;756
656;BoyacáChicó;755
657;ESTunis;755
658;NACBreda;747
659;Balıkesirspor;741
660;Antalyaspor;725
661;Metz;723
662;Podbrezová;716
663;Start;699
664;SportivoSanLorenzo;697
665;RadnikSurdulica;696
666;JaguaresdeCórdoba;689
667;RapidBucureşti;688
668;LokomotivSofia;684
669;AlOrubah;679
670;BneiYehuda;677
671;Mariupol';674
672;OHLeuven;671
673;Halmstad;668
674;BinhDuong;660
675;GazMetanMediaş;655
676;Osmanlıspor;653
677;AlBatin;650
678;Dordrecht;647
679;DeportivoTáchira;638
680;AGF;630
681;Aarau;630
682;Lokomotiv;629
683;Lierse;629
684;ArminiaBielefeld;627
685;MaritzburgUnited;621
686;Sandefjord;620
687;MetalacGM;618
688;Nieciecza;618
689;Auxerre;606
690;Viborg;603
691;SanJosé;600
692;CúcutaDeportivo;599
693;MinerosdeGuayana;596
694;GoAheadEagles;591
695;Milsami;591
696;TractorSazi;590
697;LéopardsdeDolisié;581
698;Lens;578
699;Voluntari;572
700;Voluntari;572
701;HajdukSplit;572
702;Montana;567
703;BaníkOstrava;566
704;JuanAurich;564
705;ChippaUnited;559
706;SigmaOlomouc;555
707;St.Mirren;550
708;HapoelPetahTikva;544
709;ZemplínMichalovce;543
710;HradecKrálové;532
711;Braşov;531
712;PolokwaneCity;530
713;Palestino;508
714;KayseriErciyesspor;507
715;Hibernian;502
716;Othellos;494
717;Aris;491
718;AmaZulu;491
719;Bunyodkor;484
720;UniversityofPretoria;484
721;Åtvidaberg;478
722;OFKPirin;477
723;Napredak;476
724;Olimpia;466
725;Pyunik;466
726;WienerNeustadt;465
727;CSKASofia;463
728;MunicipalLiberia;462
729;ShanghaiShenxin;459
730;Ceará;450
731;Liverpool;450
732;HapoelKfarSaba;445
733;RamplaJuniors;444
734;Atenas;444
735;PlazaColonia;425
736;TheNewSaints;424
737;Ashdod;422
738;PumaGeneraleña;420
739;Troyes;416
740;Barcelona;416
741;Željezničar;416
742;IndependientedelValle;410
743;Dukla;409
744;CeahlăulPiatraNeamţ;406
745;Rabotnički;403
746;BradfordCity;390
747;Reading;390
748;BlackburnRovers;390
749;UlsanDolphins;382
750;RadničkiKragujevac;381
751;HJK;377
752;RecreativodoLibolo;372
753;CercleBrugge;370
754;BayburtİÖİ;368
755;AmedSK;368
756;Tuzlaspor;368
757;FH;366
758;GoldenArrows;364
759;Bochum;357
760;Heidenheim;357
761;KedusGiorgis;356
762;Enosis;354
763;Koper;352
764;Boulogne;347
765;Tondela;344
766;Ferencváros;341
767;Falkirk;336
768;StargardSzczeciński;336
769;LokomotivaZagreb;333
770;Dorados;330
771;UniversidadCatólica;330
772;KCCA;329
773;DeportivoLaGuaira;329
774;Kukësi;327
775;DonjiSrem;318
776;Alessandria;317
777;Motagua;308
778;Alashkert;306
779;Bahia;300
780;MorokaSwallows;300
781;Paphos;299
782;AlQuadisiya;297
783;Hibernians;292
784;Skalica;288
785;Orenburg;288
786;Silkeborg;288
787;Haskovo;276
788;SanFrancisco;264
789;ÁrabeUnido;264
790;Keçiörengücü;262
791;Manisaspor;262
792;Samsunspor;262
793;Brest;260
794;ApollonSmirnis;259
795;İnterBakı;256
796;AlWahda;255
797;Bełchatów;232
798;DeGraafschap;225
799;ZagłębieSosnowiec;224
800;Trakai;218
801;JomoCosmos;216
802;Spezia;211
803;Skonto;210
804;Ankaragücü;210
805;Cizrespor;210
806;AdanaDemirspor;210
807;Marek;208
808;Vardar;206
809;DinamoBatumi;206
810;Videoton;206
811;Jelgava;201
812;ElEntagElHarby;194
813;CSSfaxien;194
814;ZESCOUnited;193
815;Maribor;192
816;Crusaders;188
817;DenBosch;184
818;VVSB;184
819;HHC;184
820;Dacia;178
821;Comunicaciones;176
822;HankookVerdes;176
823;Central;176
824;Municipal;176
825;Debrecen;175
826;Concarneau;173
827;NõmmeKalju;171
828;Mladost;171
829;RealPotosí;165
830;Bolívar;165
831;OFI;164
832;Sarıyer;158
833;FatihKaragümrük;158
834;Giresunspor;156
835;Köniz;155
836;SpartaksJūrmala;152
837;ČeskéBudějovice;152
838;UniversidadChile;150
839;Newtown;150
840;Universitario;150
841;Shakhtyor;150
842;LokomotivG.Oryahovitsa;150
843;NovéMestonadVáhom;150
844;DinamoTbilisi;144
845;AlianzaLima;136
846;Třinec;135
847;Melgar;135
848;Sutjeska;133
849;IsidroMetapán;132
850;IsidroMetapán;132
851;WConnection;132
852;Spartans;130
853;KarlsruherSC;125
854;VillaTeresa;125
855;AlWahda;119
856;AlRiffa;119
857;LASKLinz;116
858;St.Pölten;116
859;Roskilde;112
860;Sereď;112
861;FomatMartin;112
862;QueenoftheSouth;112
863;Pohronie;112
864;Karmiotissa;112
865;ChojniczankaChojnice;112
866;DunajskáLužná;112
867;Nitra;112
868;Borčice;112
869;Topoľčany;112
870;RaithRovers;112
871;Sozopol;112
872;LokomotívaZvolen;112
873;DolnýKubín;112
874;Skive;112
875;KR;111
876;FolaEsch;106
877;Shirak;100
878;ShamrockRovers;100
879;SanAntonioScorpions;99
880;AtlantaSilverbacks;99
881;GorMahia;97
882;JohorDarulTa'zim;96
883;AlQadsia;96
884;HaNoi;96
885;BangkokGlass;96
886;ElJaish;96
887;Laçi;96
888;Chonburi;96
889;Dundalk;94
890;Portimonense;92
891;DesportivoAves;92
892;FerroCarrilOeste;90
893;Carabobo;90
894;Atlanta;90
895;Flora;89
896;SantaTecla;88
897;LePoirésurVie;87
898;CroixFootballIC;87
899;Žalgiris;86
900;F91Dudelange;83
901;Levadia;76
902;Sirius;76
903;BalaTown;75
904;NováBaňa;75
905;NSÍ;75
906;UCD;75
907;TatranPrešov;75
908;Differdange03;75
909;Linfield;75
910;Rohožník;75
911;Zrinjski;75
912;Tskhinvali;74
913;SantiagoWanderers;73
914;Rudar;72
915;AirbusUK;70
916;SillamäeKalev;70
917;Hirnyk;68
918;Zirka;68
919;GhazlElMehalla;66
920;Ordabasy;65
921;Warriors;64
922;Zamora;64
923;Rijeka;59
924;Lahti;57
