;Equipe;Points
348;Häcken;1818
349;Viitorul;1811
350;Guaraní;1805
351;Hammarby;1804
352;Brann;1803
353;KVOostende;1802
354;SturmGraz;1795
355;Botoşani;1788
356;Utrecht;1788
357;Nordsjælland;1783
358;SportingKC;1782
359;UrawaReds;1782
360;Chaves;1776
361;LechPoznań;1760
362;ChangchunYatai;1754
363;AlMokawloon;1746
364;Haugesund;1742
365;AlIttihad;1739
366;TianjinTeda;1738
367;ElEntagElHarby;1732
368;PhiladelphiaUnion;1728
369;AEL;1717
370;HuddersfieldTown;1712
371;AlAin;1705
372;AlWahda;1701
373;Orenburg;1690
374;Atromitos;1687
375;SportivoLuqueño;1687
376;Čukarički;1684
377;Herediano;1684
378;ASEupen;1678
379;GazMetanMediaş;1674
380;Sint-Truiden;1670
381;IndependienteFBC;1670
382;Zlín;1664
383;BoyacáChicó;1657
384;DeportivoSantaní;1639
385;Göztepe;1630
386;DeportivoPasto;1612
387;Parma;1612
388;Tondela;1609
389;AGF;1600
390;Alanyaspor;1599
391;HarasElHodood;1594
392;SlovanLiberec;1590
393;Heerenveen;1583
394;Smouha;1582
395;Panathinaikos;1574
396;Bursaspor;1572
397;Guingamp;1572
398;Videoton;1560
399;Marítimo;1560
400;MladostLučani;1559
401;LechiaGdańsk;1548
402;DeportivoSaprissa;1548
403;Thun;1541
404;DefensorSporting;1541
405;Astra;1540
406;OlimpikDonetsk;1533
407;ElGeish;1520
408;Zulte-Waregem;1519
409;ZemplínMichalovce;1517
410;Ismaily;1516
411;BotevPlovdiv;1515
412;Sion;1512
413;AlAhly;1511
414;Feirense;1505
415;MladáBoleslav;1503
416;KashiwaReysol;1503
417;BuriramUnited;1502
418;Arsenal;1498
419;WillemII;1488
420;BeitarJerusalem;1486
421;Beroe;1485
422;St.Pölten;1485
423;PogońSzczecin;1484
424;ENPPI;1475
425;ENPPI;1475
426;AaB;1475
427;GuizhouZhicheng;1456
428;Danubio;1452
429;HapoelHaifa;1449
430;Heracles;1440
431;VegaltaSendai;1438
432;SpartakSubotica;1437
433;BidvestWits;1434
434;Kristiansund;1433
435;Slovácko;1428
436;NewYorkCity;1422
437;Napredak;1421
438;ColumbusCrew;1415
439;Xanthi;1410
440;HoustonDynamo;1408
441;Nitra;1403
442;Vålerenga;1399
443;Bohemians1905;1395
444;OB;1395
445;Teplice;1393
446;MamelodiSundowns;1386
447;ConsadoleSapporo;1385
448;Strømsgodset;1385
449;SanfrecceHiroshima;1383
450;CracoviaKraków;1382
451;DeportivoCapiatá;1376
452;AustriaWien;1376
453;Cerro;1375
454;St.Gallen;1375
455;Panionios;1374
456;DeportivoLaCoruña;1372
457;Hearts;1371
458;Motherwell;1369
459;GIFSundsvall;1369
460;Ružomberok;1367
461;Benevento;1366
462;Crotone;1365
463;ElDaklyeh;1359
464;ChernoMore;1356
465;Leones;1356
466;MaccabiNetanya;1355
467;FortunaDüsseldorf;1355
468;KoronaKielce;1344
469;WisłaKraków;1331
470;Mattersburg;1330
471;Paphos;1329
472;Köln;1328
473;HamburgerSV;1328
474;DCUnited;1326
475;AsterasTripolis;1317
476;SønderjyskE;1315
477;RadnikSurdulica;1307
478;Podbrezová;1307
479;Ranheim;1305
480;BneiYehuda;1303
481;OrlandoPirates;1297
482;Lugano;1296
483;Lviv;1292
484;Reims;1291
485;RayoVallecano;1287
486;ADODenHaag;1287
487;Alajuelense;1281
488;Lillestrøm;1277
489;BATE;1272
490;RealSaltLake;1271
491;JúbiloIwata;1262
492;Randers;1262
493;Chornomorets;1261
494;Anzhi;1257
495;GórnikZabrze;1253
496;ShimizuS-Pulse;1246
497;HapoelRa'anana;1246
498;GambaOsaka;1246
499;Vojvodina;1245
500;Vojvodina;1245
501;BostonRiver;1245
502;Odd;1245
503;Waasland-Beveren;1242
504;WolfsbergerAC;1242
505;CSMIaşi;1237
506;Nîmes;1236
507;AlJazira;1233
508;OmoniaNicosia;1229
509;Tokyo;1226
510;LasPalmas;1225
511;St.Johnstone;1212
512;Doxa;1207
513;PiastGliwice;1205
514;Larissa;1201
515;TractorSazi;1191
516;MaccabiPetahTikva;1191
517;VVV;1189
518;Wanderers;1187
519;WisłaPłock;1179
520;Panaitolikos;1178
521;LAGalaxy;1177
522;SaganTosu;1174
523;Empoli;1170
524;WestBromwichAlbion;1161
525;Liverpool;1158
526;MontrealImpact;1156
527;VancouverWhitecaps;1152
528;Ermis;1151
529;3deFebrero;1148
530;Horsens;1148
531;IroniKiryatShmona;1138
532;Gençlerbirliği;1137
533;Start;1137
534;AlHazm;1134
535;Groningen;1133
536;ElGounah;1131
537;Petrojet;1127
538;Desna;1127
539;ChacaritaJuniors;1123
540;Tromsø;1119
541;Karviná;1118
542;MaccabiHaifa;1112
543;PolokwaneCity;1105
544;ZagłębieLubin;1104
545;VisselKobe;1104
546;ConcordiaChiajna;1103
547;SuperSportUnited;1100
548;Excelsior;1099
549;MačvaŠabac;1092
550;AlGharafa;1090
551;Örebro;1089
552;Bodø/Glimt;1087
553;KrylyaSovetov;1085
554;DeportivoLara;1080
555;Colo-Colo;1075
556;Qarabağ;1073
557;LokomotivPlovdiv;1062
558;WadiDegla;1062
559;AlMasry;1055
560;CercleBrugge;1055
561;Kalmar;1055
562;AmaZulu;1052
563;YokohamaF.Marinos;1044
564;ArkaGdynia;1043
565;CardiffCity;1040
566;NagoyaGrampus;1036
567;NACBreda;1035
568;ShonanBellmare;1034
569;RiverPlate;1034
570;Hobro;1029
571;ŚląskWrocław;1028
572;Saipa;1025
573;ChicagoFire;1025
574;KaizerChiefs;1010
575;PadidehKhorasan;1008
576;Racing;1005
577;DuklaPraha;1002
578;RealGarcilaso;1000
579;BloemfonteinCeltic;999
580;Senica;993
581;Sepahan;991
582;Lokeren;988
583;Voždovac;978
584;Estoril;974
585;SantaClara;973
586;Esbjerg;970
587;IFKGöteborg;964
588;Osmanlıspor;963
589;HighlandsPark;962
590;CapeTownCity;959
591;Grasshopper;957
592;PASGiannina;956
593;Tosno;956
594;AlkiOroklini;955
595;NewcastleJets;952
596;MelbourneCity;952
597;RadBeograd;952
598;Brommapojkarna;950
599;PerthGlory;950
600;PerthGlory;950
601;Ankaragücü;947
602;NewEngland;939
603;Sirius;933
604;Elfsborg;933
605;Progreso;932
606;Zemun;928
607;BačkaPalanka;928
608;ColoradoRapids;926
609;BneiSakhnin;921
610;UniversidadChile;920
611;Stabæk;901
612;Ashdod;894
613;OrlandoCity;891
614;Málaga;882
615;RoyalExcelMouscron;877
616;Etar;875
617;PaçosdeFerreira;871
618;MinnesotaUnited;866
619;Sereď;862
620;StokeCity;855
621;SantosdeGuápiles;853
622;Voluntari;850
623;Admira;847
624;AmkarPerm';836
625;RamplaJuniors;834
626;Nürnberg;827
627;HellasVerona;820
628;StalKamianske;816
629;Hartberg;816
630;PECZwolle;814
631;ParsJamBushehr;811
632;Metz;795
633;BrisbaneRoar;791
634;Huesca;789
635;WellingtonPhoenix;787
636;VysočinaJihlava;785
637;Lokomotiv;784
638;Fénix;781
639;Nacional;780
640;F91Dudelange;776
641;SanatNaft;774
642;PérezZeledón;773
643;Lamia;769
644;Foolad;766
645;GoldenArrows;765
646;FortunaSittard;759
647;Zirka;757
648;RheindorfAltach;753
649;Opava;751
650;Ohod;751
651;Olimpo;749
652;V-VarenNagasaki;748
653;Dalkurd;747
654;LDUQuito;745
655;Fulham;742
656;Mechelen;740
657;AdelaideUnited;734
658;Levadiakos;724
659;Livingston;717
660;Dundee;717
661;Sandefjord;715
662;ProleterNoviSad;705
663;AlRayyan;696
664;Paykan;692
665;GostareshFooladTabriz;681
666;Vendsyssel;680
667;Atenas;680
668;Carmelita;676
669;Baroka;669
670;HamiltonAcademical;667
671;Dunav2010;658
672;Frosinone;658
673;Shkendija;656
674;Příbram;651
675;Příbram;651
676;ApollonSmirnis;650
677;Aris;646
678;MiedźLegnica;643
679;Rizespor;640
680;Yenisey;639
681;Troyes;636
682;EsteghlalKhuzestan;636
683;LesHerbiers;635
684;FreeStateStars;622
685;ZlatéMoravce;622
686;BBErzurumspor;621
687;BlackLeopards;620
688;Cartaginés;609
689;RodaJC;603
690;DeportesTemuco;600
691;DinamoMinsk;600
692;HapoelHadera;600
693;Silkeborg;593
694;ASECMimosas;593
695;Bolívar;580
696;ChippaUnited;577
697;Twente;569
698;DunăreaCălăraşi;567
699;SarmientoResistencia;556
700;SarmientoResistencia;556
701;CentralCórdobaSdE;556
702;SepidroodRasht;552
703;WesternSydneyWanderers;544
704;MaritzburgUnited;528
705;SJEarthquakes;527
706;Emmen;526
707;JavorIvanjica;525
708;Tauro;524
709;SantaTecla;524
710;Veres;524
711;SanCarlos;511
712;SpartaRotterdam;507
713;WackerInnsbruck;505
714;Limón;504
715;ACSPoliTimişoara;501
716;ESTunis;480
717;Chambly;476
718;JuventusBucureşti;465
719;Trelleborg;465
720;Vejle;463
721;Enosis;462
722;Sūduva;458
723;Pyunik;455
724;TatranPrešov;454
725;TatranPrešov;454
726;AvangardKursk;448
727;Sheriff;444
728;VitoshaBistritsa;442
729;Olimpija;428
730;Nasaf;422
731;TorpedoKutaisi;422
732;ElNacional;420
733;Valur;420
734;BotevVratsa;419
735;Simba;414
736;Luverdense;401
737;UCR;398
738;PartickThistle;396
739;ProgrèsNiederkorn;394
740;Caldas;386
741;NassajiMazandaran;378
742;HapoelAcre;378
743;ArsenalKyiv;376
744;Nieciecza;375
745;Trakai;374
746;OFI;374
747;DeGraafschap;371
748;Maribor;366
749;NeuchâtelXamax;365
750;GorMahia;361
751;B36;360
752;Olympiakos;360
753;Boluspor;358
754;ZbrojovkaBrno;353
755;NaftMasjedSoleyman;351
756;TPMazembe;347
757;LobiStars;343
758;Kitchee;333
759;HapoelTelAviv;325
760;RossCounty;323
761;WiganAthletic;319
762;UnionSaint-Gilloise;318
763;LausanneSport;318
764;HJK;316
765;Carabobo;315
766;AlWahda;311
767;FCHelsingør;311
768;Balzan;311
769;Kerkyra;310
770;Cotonsport;306
771;ZagłębieSosnowiec;301
772;IndependientedelValle;300
773;SandecjaNowySącz;300
774;Caracas;300
775;Giresunspor;300
776;SportingCristal;300
777;OFKPirin;297
778;St.Mirren;297
779;AlHilalOmdurman;288
780;Žalgiris;283
781;Jaraaf;278
782;BoracČačak;275
783;GimhaeCity;275
784;MokpoCity;275
785;AsanMugunghwa;275
786;Chikhura;272
787;NacionalPotosí;270
788;Blooming;270
789;SpartaksJūrmala;261
790;CSConstantine;257
791;LeHavre;254
792;DinamoVranje;253
793;Nouadhibou;248
794;Ceres;244
795;Sarajevo;242
796;Wilstermann;240
797;Monagas;240
798;TheStrongest;240
799;Kukësi;239
800;Lens;238
801;NantongZhiyun;236
802;ShaanxiChang'an;236
803;YinchuanHelanshan;236
804;HeilongjiangLavaSpring;236
805;Domžale;236
806;SuzhouDongwu;236
807;LiaoningKaixin;236
808;SichuanLongfor;236
809;Kairat;235
810;UMSdeLoum;233
811;NaftTehran;231
812;DeportivoCuenca;230
813;Dundalk;226
814;Tobol;222
815;Poprad;220
816;HapoelAshkelon;216
817;Shakhtyor;214
818;Inhulets';212
819;Zrinjski;212
820;MontedioYamagata;207
821;Flora;203
822;Laçi;203
823;MuangThongUnited;203
824;SportHuancayo;200
825;SportHuancayo;200
826;AlianzaLima;200
827;Nkana;199
828;Gandzasar;197
829;MunicipalLiberia;195
830;Honvéd;192
831;DerryCity;191
832;Liepāja;188
833;FH;186
834;Újpest;182
835;Motagua;180
836;Aris;180
837;Shinnik;179
838;TheNewSaints;176
839;Olimpia;175
840;Bantu;175
841;NazilliBelediyespor;174
842;Kahramanmaraşspor;174
843;DarıcaGençlerbırlığı;174
844;FatihKaragümrük;174
845;Hatayspor;174
846;Ümranıyespor;174
847;1461Trabzon;174
848;Etimesgut;174
849;Altay;174
850;SivasBelediyespor;174
851;Bodrumspor;174
852;MenemenBelediyespor;174
853;Balıkesirspor;174
854;WienerNeustadt;173
855;AlAhliBenghazi;172
856;Vaduz;169
857;KardemirKarabükspor;164
858;CentralCoastMariners;162
859;Emelec;160
860;ShenyangUrban;158
861;HainanSeamen;158
862;WuhanChufengHeli;158
863;Željezničar;158
864;OrientePetrolero;158
865;Glenavon;156
866;Horoya;154
867;SantiagoWanderers;151
868;Rudar;148
869;Numancia;147
870;Leixões;146
871;AFCEskilstuna;141
872;Ventspils;141
873;Lyngby;140
874;Vereya;138
875;Vereya;138
876;Valletta;135
877;Karmiotissa;135
878;Othellos;135
879;PAEEK;135
880;Universitario;135
881;GrazerAK;134
882;PontePreta;134
883;Pohronie;132
884;Dubnica;132
885;PovažskáBystrica;132
886;LiptovskýMikuláš;132
887;SlovanŠimonovany;132
888;Šamorín;132
889;Fiľakovo;132
890;Skalica;132
891;Vydrany;132
892;Næstved;131
893;KoldingIF;131
894;Fredericia;127
895;Kriens;127
896;Strumskaslava;126
897;SiahJamegan;126
898;VentforetKofu;124
899;KÍ;124
900;KÍ;124
901;Neftçi;123
902;Rabotnički;123
903;UTCCajamarca;120
904;DeportivoTáchira;120
905;VanBB;116
906;Keçiörengücü;116
907;PuszczaNiepołomice;114
908;SacramentoRepublic;114
909;LouisvilleCity;114
910;RakówCzęstochowa;114
911;OdraOpole;114
912;Platanias;113
913;Falkirk;110
914;GreenockMorton;110
915;Rochdale;106
916;Platinum;103
917;ClubAfricain;103
918;VitaClub;103
919;GAMTEL;100
920;Alashkert;99
921;ZESCOUnited;98
922;APR;96
923;Bryne;93
924;FCSantaColoma;91
