;Equipe;Points
464;Avaí;1623
465;Empoli;1612
466;ZlatéMoravce;1610
467;Juárez;1607
468;St.Gallen;1606
469;OB;1595
470;Progreso;1592
471;Mechelen;1588
472;Heracles;1585
473;BlackLeopards;1572
474;NaftMasjedSoleyman;1571
475;JagielloniaBiałystok;1568
476;RiverPlate;1565
477;DeportivoCapiatá;1562
478;Portimonense;1548
479;SportivoSanLorenzo;1530
480;DesportivoAves;1528
481;Saipa;1518
482;ŚląskWrocław;1517
483;Palestino;1506
484;Abha;1506
485;UniversidadCatólica;1505
486;Vojvodina;1505
487;Belgrano;1502
488;IFKGöteborg;1501
489;AlBatin;1498
490;Voždovac;1492
491;CardiffCity;1486
492;Kayserispor;1486
493;Mallorca;1485
494;Brest;1484
495;Zürich;1483
496;Luzern;1482
497;Wanderers;1480
498;Vorskla;1480
499;AaB;1480
500;Famalicão;1473
501;BATE;1472
502;Kilmarnock;1471
503;MladostLučani;1467
504;Melgar;1466
505;Senica;1465
506;NassajiMazandaran;1456
507;DefensorSporting;1449
508;OmoniaNicosia;1445
509;ZagłębieLubin;1441
510;MaccabiNetanya;1430
511;Bohemians1905;1430
512;Antalyaspor;1423
513;PlazaColonia;1416
514;PogońSzczecin;1415
515;Pafos;1410
516;Cincinnati;1403
517;Beroe;1400
518;Pakhtakor;1393
519;SpartakSubotica;1392
520;Nordsjælland;1392
521;Baroka;1381
522;DeportivoSantaní;1380
523;SanMartínSanJuan;1377
524;LechPoznań;1377
525;BneiYehuda;1375
526;BotevPlovdiv;1372
527;OlimpikDonetsk;1369
528;RheindorfAltach;1362
529;GeneralDíaz;1362
530;Independiente;1358
531;Hartberg;1357
532;Akhisarspor;1355
533;HellasVerona;1354
534;Esbjerg;1354
535;ClubAfricain;1347
536;PerthGlory;1344
537;Elfsborg;1344
538;Kasımpaşa;1341
539;Konyaspor;1332
540;AmaZulu;1331
541;AdelaideUnited;1329
542;CSConstantine;1320
543;ZemplínMichalovce;1317
544;GórnikZabrze;1314
545;Xanthi;1309
546;Köln;1304
547;AlDuhail;1301
548;Hibernian;1299
549;PECZwolle;1299
550;PECZwolle;1299
551;PolitehnicaIași;1291
552;WisłaPłock;1290
553;ChernoMore;1288
554;Tambov;1287
555;Kristiansund;1282
556;Stuttgart;1279
557;Emmen;1276
558;Paderborn;1260
559;BeijingRenhe;1260
560;ADODenHaag;1258
561;Brann;1253
562;Stabæk;1250
563;Paykan;1249
564;ASEupen;1240
565;Karpaty;1238
566;Sion;1232
567;VitaClub;1227
568;AstonVilla;1226
569;Ohod;1215
570;Trenčín;1214
571;Mattersburg;1213
572;Fénix;1213
573;BostonRiver;1212
574;Alajuelense;1209
575;MelbourneVictory;1208
576;Etar;1204
577;MelbourneCity;1198
578;AustriaWien;1197
579;Ankaragücü;1182
580;Hermannstadt;1181
581;SønderjyskE;1175
582;Frosinone;1172
583;Danubio;1170
584;Enosis;1163
585;Admira;1155
586;NeuchâtelXamax;1144
587;HapoelTelAviv;1143
588;Ranheim;1126
589;SanCarlos;1123
590;Zulia;1118
591;Zlín;1114
592;NewcastleJets;1103
593;Guingamp;1097
594;FortunaSittard;1094
595;Astana;1092
596;EtoileduSahel;1091
597;Teplice;1078
598;VVV;1078
599;BotevVratsa;1078
600;Mjøndalen;1077
601;Hearts;1076
602;Panaitolikos;1075
603;RadnikSurdulica;1074
604;WellingtonPhoenix;1074
605;Chaves;1073
606;Opava;1072
607;Veracruz;1069
608;Lecce;1068
609;Vålerenga;1062
610;SportingCristal;1060
611;Qarabağ;1054
612;DaejeonKorail;1053
613;ASECMimosas;1052
614;KVOostende;1048
615;Lviv;1048
616;NeaSalamis;1043
617;Sepsi;1042
618;Příbram;1041
619;Sereď;1039
620;AlZawra'a;1034
621;Örebro;1032
622;Horsens;1030
623;Cerro;1028
624;GaziantepFK;1017
625;HapoelHaifa;1014
626;Thun;1007
627;Ashdod;1005
628;Voluntari;1000
629;Strømsgodset;1000
630;Brescia;998
631;HapoelHadera;996
632;Nitra;994
633;St.Johnstone;990
634;Napredak;986
635;NorwichCity;981
636;ArkaGdynia;959
637;AlHilalOmdurman;948
638;Karviná;944
639;PASGiannina;943
640;BBErzurumspor;941
641;Helsingborg;938
642;Tromsø;938
643;Lillestrøm;937
644;WisłaKraków;936
645;ParsJamBushehr;935
646;Sarpsborg08;935
647;KoronaKielce;935
648;Racing;935
649;Saoura;924
650;Saoura;924
651;IroniKiryatShmona;924
652;Sochi;918
653;Livingston;917
654;PérezZeledón;914
655;BačkaTopola;910
656;Sirius;907
657;St.Pölten;906
658;Kalmar;905
659;Lokomotiv;903
660;Waasland-Beveren;897
661;RajaCasablanca;894
662;Chornomorets;893
663;JorgeWilstermann;891
664;ČeskéBudějovice;891
665;St.Mirren;891
666;RamplaJuniors;884
667;Cartaginés;880
668;GilVicente;880
669;Chievo;878
670;SanMartínTucumán;876
671;AFCEskilstuna;859
672;HapoelRa'anana;848
673;ArsenalKyiv;846
674;Caen;844
675;Hwaseong;843
676;HamiltonAcademical;842
677;LobiStars;842
678;ProleterNoviSad;833
679;F91Dudelange;832
680;DeportivoLara;832
681;Bursaspor;826
682;RakówCzęstochowa;823
683;Neftçi;818
684;Fulham;817
685;Hobro;812
686;Lyngby;812
687;Platinum;810
688;Juventud;807
689;PaçosdeFerreira;801
690;SpartaRotterdam;799
691;Kabylie;795
692;Metz;784
693;Falkenberg;781
694;ÖstersundsFK;780
695;Denizlispor;777
696;WesternSydneyWanderers;773
697;Doxa;767
698;UniversidadCatólica;763
699;SantosdeGuápiles;759
700;SantosdeGuápiles;759
701;Hannover96;753
702;KolosKovalivka;753
703;EstudiantesCaseros;752
704;VolosNFC;749
705;Zrinjski;746
706;Servette;736
707;Nacional;731
708;Limón;726
709;RadBeograd;706
710;Stellenbosch;705
711;V-VarenNagasaki;702
712;Arda;700
713;Dunav;700
714;Delfin;698
715;AlkiOroklini;682
716;AcademicaClinceni;681
717;MačvaŠabac;680
718;HamburgerSV;678
719;FreeStateStars;675
720;MiedźLegnica;670
721;Gençlerbirliği;666
722;Twente;660
723;UniversidadConcepción;654
724;Maribor;651
725;UniversidadConcepción;654
726;Maribor;651
727;AlQuadisiya;648
728;Yenisey;640
729;AlRayyan;626
730;GIFSundsvall;624
731;ElDaklyeh;608
732;CentralCoastMariners;607
733;UCR;603
734;Sūduva;603
735;AlAdalah;602
736;Nürnberg;601
737;CercleBrugge;599
738;SwarovskiTirol;589
739;ChindiaTârgovişte;583
740;DinamoVranje;581
741;Caracas;580
742;Ümraniyespor;580
743;Tanta;576
744;GreenEagles;565
745;ZESCOUnited;564
746;Almagro;564
747;DeGraafschap;558
748;DunăreaCălăraşi;556
749;BuriramUnited;556
750;BuriramUnited;556
751;DinamoTbilisi;553
752;Pohronie;541
753;AsanteKotoko;537
754;RossCounty;532
755;Shakhtyor;531
756;Excelsior;527
757;JohorDarulTa'zim;527
758;Damak;527
759;MaccabiPetahTikva;518
760;WackerInnsbruck;516
761;DeportivoPereira;509
762;JavorIvanjica;505
763;VitoshaBistritsa;504
764;Riga;499
765;HJK;498
766;BrisbaneRoar;491
767;Feirense;489
768;Rijeka;476
769;Inđija;468
770;Pyunik;468
771;PetrodeLuanda;452
772;Trikala;450
773;Tsarskoselo;448
774;Masr;448
775;Barcelona;446
776;SportingGijón;446
777;UniónLaCalera;445
778;ShamrockRovers;442
779;SaintLouis;442
780;Levadiakos;442
781;WesternUnited;434
782;ZagłębieSosnowiec;430
783;GolGohar;427
784;Ararat-Armenia;423
785;Silkeborg;421
786;USMAlger;421
787;OlympiakosNicosia;417
788;SanJosé;416
789;Zamora;416
790;AlWasl;409
791;Linfield;409
792;Ermis;407
793;HeilongjiangLavaSpring;405
794;ShijiazhuangEverBright;405
795;ShanghaiJiading;405
796;HebeiElite;405
797;QingdaoJonoon;405
798;ChangchunYatai;405
799;LiaoningKaixin;405
800;ChangchunYatai;405
801;LiaoningKaixin;405
802;HuddersfieldTown;396
803;GénérationFoot;386
804;Anzhi;384
805;Alashkert;384
806;1ºdeAgosto;384
807;RKCWaalwijk;382
808;Zemun;378
809;NewMexicoUnited;369
810;ShahinBushehr;366
811;AlJeel;364
812;EthnikosAchna;361
813;Macará;357
814;ŁKSŁódź;354
815;BneiSakhnin;353
816;Inhulets';353
817;Honda;351
818;HapoelKfarSaba;350
819;Podbrezová;350
820;Hatayspor;348
821;Vejle;348
822;Jicaral;345
823;Heidenheim;339
824;Nouadhibou;339
825;Millwall;334
826;SwanseaCity;334
827;Kara;331
828;Aswan;320
829;Sheriff;316
830;GyeongjuHNP;316
831;ChangwonCity;316
832;KuPS;308
833;ConcordiaChiajna;306
834;AlMerreikh;306
835;Ergotelis;303
836;BačkaPalanka;303
837;RoyalPari;302
838;Panachaiki;302
839;Kavala;300
840;ApollonLarissa;300
841;Dundee;297
842;EstudiantesdeMérida;297
843;Atlabara;294
844;Vendsyssel;290
845;Hafia;289
846;Otôhod'Oyo;277
847;TorpedoMoskva;275
848;Khimki;275
849;ShaanxiChang'an;270
850;Flora;267
851;Poprad;264
852;TempêteMocaf;260
853;HaNoi;256
854;Vitré;254
855;Lokeren;254
856;Orléans;254
857;DeportivoLaGuaira;253
858;Liepāja;252
859;Kalamata;250
860;Elect-Sport;249
861;NACBreda;248
862;Rahimo;248
863;Vaduz;247
864;GziraUnited;246
865;AlAin;245
866;Al-Nasr;244
867;Karmiotissa;244
868;Saburtalo;244
869;ProgrèsNiederkorn;241
870;SepidroodRasht;240
871;AcademicoViseu;232
872;Varzim;232
873;Canelas2010;232
874;DuklaPraha;230
875;DuklaPraha;230
876;Fehérvár;228
877;SektziaNesTziona;225
878;Ordabasy;225
879;Kairat;224
880;Grasshopper;224
881;Bolívar;223
882;InvernessCT;222
883;GorMahia;216
884;InterTurku;216
885;Chikhura;213
886;Sutjeska;210
887;Domžale;209
888;MinerosdeGuayana;208
889;Ventspils;207
890;KCCA;207
891;KÍ;202
892;Platanias;201
893;Alianza;200
894;Minai;199
895;AlianzaLima;198
896;Dundalk;195
897;Connah'sQuay;195
898;UnionSaint-Gilloise;193
899;YoungAfricans;192
900;UnionSaint-Gilloise;193
901;YoungAfricans;192
902;KanoPillars;185
903;Côted'Or;184
904;Shinnik;184
905;AfricanStars;179
906;ColoColo;178
907;NõmmeKalju;178
908;UniónEspañola;178
909;ApollonSmirnis;170
910;FCSantaColoma;169
911;Enyimba;167
912;Kırklarelispor;166
913;Tuzlaspor;166
914;Altınordu;166
915;Eyüpspor;166
916;FatihKaragümrük;166
917;ManisaBBSK;166
918;Samsunspor;166
919;Keçiörengücü;166
920;Erokspor;166
921;Adanaspor;166
922;VansporFK;166
923;Altay;166
924;Düzyurtspor;166
