;Equipe;Points
483;MladostLučani;1349
484;Vålerenga;1343
485;GazMetanMediaş;1338
486;Lugano;1336
487;Ermis;1334
488;Danubio;1332
489;SudAmérica;1332
490;Hammarby;1330
491;InvernessCT;1325
492;Aalesund;1325
493;AlShabab;1317
494;AlTaawon;1317
495;OrlandoCity;1306
496;Nieciecza;1305
497;Teplice;1300
498;St.Johnstone;1297
499;Örebro;1297
500;VegaltaSendai;1294
501;ÖstersundsFK;1294
502;Anorthosis;1292
503;SJEarthquakes;1291
504;ZemplínMichalovce;1288
505;DAC;1287
506;Rangers;1281
507;RodaJC;1281
508;Académica;1280
509;DuklaPraha;1273
510;Trabzonspor;1266
511;HarasElHodood;1264
512;Dorados;1260
513;ColumbusCrew;1257
514;Nancy;1254
515;Bolívar;1249
516;Dundee;1247
517;St.Gallen;1244
518;PiastGliwice;1240
519;Thun;1238
520;Voždovac;1236
521;RadBeograd;1229
522;ŚląskWrocław;1228
523;BotevPlovdiv;1224
524;EthnikosAchna;1223
525;WolfsbergerAC;1222
526;ÁrabeUnido;1219
527;Tromsø;1219
528;Burnley;1213
529;Xanthi;1211
530;RossCounty;1211
531;Frosinone;1203
532;KoronaKielce;1202
533;HapoelTelAviv;1199
534;AlWahda;1192
535;Bodø/Glimt;1190
536;WillemII;1184
537;Nordsjælland;1172
538;Excelsior;1168
539;AlRaed;1161
540;FortalezaCEIF;1155
541;Waasland-Beveren;1155
542;Sint-Truiden;1154
543;Platanias;1151
544;Motherwell;1148
545;Belén;1146
546;OB;1145
547;Middlesbrough;1144
548;Sogndal;1143
549;Karpaty;1139
550;Aris;1130
551;HapoelHaifa;1129
552;AtléticoRafaela;1123
553;BneiYehuda;1118
554;Juventud;1112
555;Panaitolikos;1108
556;Zirka;1106
557;AsterasTripolis;1104
558;MetalacGM;1102
559;CracoviaKraków;1101
560;Cartaginés;1092
561;Metz;1091
562;Racing;1080
563;TheStrongest;1078
564;JönköpingsSödra;1075
565;Lillestrøm;1074
566;JúbiloIwata;1073
567;AlQuadisiya;1067
568;Ried;1064
569;VysočinaJihlava;1060
570;HondurasProgreso;1056
571;Viborg;1032
572;UniãoMadeira;1031
573;Enyimba;1030
574;BoyacáChicó;1023
575;PartickThistle;1022
576;HapoelKfarSaba;1020
577;OFKPirin;1019
578;Astana;1018
579;RiverPlate;1014
580;Kayserispor;1013
581;Stabæk;1006
582;DinamoZagreb;999
583;HajdukSplit;996
584;Kilmarnock;985
585;Doxa;980
586;SantosdeGuápiles;979
587;Hannover96;976
588;Esbjerg;972
589;Westerlo;971
590;RoyalExcelMouscron;971
591;UCR;970
592;ASEupen;968
593;HapoelRa'anana;962
594;Helsingborg;962
595;Dunav2010;955
596;GIFSundsvall;951
597;BoracČačak;947
598;PérezZeledón;946
599;OrlandoPirates;946
600;RadnikSurdulica;944
601;CapeTownCity;943
602;AlKhaleej;941
603;AlMerreikh;930
604;Paphos;929
605;VentforetKofu;928
606;HamiltonAcademical;924
607;AlbirexNiigata;922
608;Limón;921
609;NagoyaGrampus;914
610;Gaziantepspor;907
611;ZlatéMoravce;904
612;KaizerChiefs;900
613;Dundalk;899
614;NeaSalamis;894
615;ArkaGdynia;891
616;Dijon;890
617;Reims;889
618;Napredak;889
619;Lyngby;885
620;Levadiakos;881
621;BidvestWits;877
622;Carmelita;869
623;GazélecAjaccio;862
624;Shkendija;860
625;Qabala;852
626;Gefle;850
627;SuperSportUnited;841
628;HullCity;839
629;Eskişehirspor;834
630;TârguMureş;829
631;PlatinumStars;820
632;ChippaUnited;820
633;Karviná;819
634;GórnikŁęczna;819
635;Najran;816
636;AlFaisaly;816
637;EtoileduSahel;813
638;Bunyodkor;810
639;DeGraafschap;810
640;Nasaf;806
641;Vereya;805
642;AstonVilla;802
643;LDUQuito;800
644;Iraklis;800
645;RecreativodoLibolo;800
646;MOBéjaïa;799
647;GhazlElMehalla;790
648;Juventude;784
649;SpartaRotterdam;782
650;Feirense;779
651;ShonanBellmare;778
652;MunicipalLiberia;777
653;Horsens;772
654;RuchChorzów;766
655;Bucheon1995;766
656;DundeeUnited;751
657;Mattersburg;743
658;Montana;741
659;AjaxCapeTown;734
660;ArsenalTula;728
661;Metalist;726
662;Orenburg;724
663;NoviPazar;720
664;LokomotivaZagreb;716
665;Kuban'Krasnodar;704
666;Colo-Colo;702
667;BostonRiver;699
668;Domžale;698
669;PlazaAmador;693
670;Osasuna;692
671;SportingCristal;690
672;Silkeborg;684
673;HradecKrálové;680
674;Alianza;676
675;BinhDuong;673
676;St.Pölten;669
677;Rentistas;666
678;Skalica;659
679;Suchitepéquez;656
680;Karabükspor;652
681;GoldenArrows;650
682;Alanyaspor;650
683;MordoviaSaransk;640
684;FreeStateStars;630
685;Horoya;630
686;Sivasspor;616
687;WisłaPłock;611
688;Příbram;610
689;Olimpia;608
690;VillaTeresa;603
691;Mirandés;600
692;MaritzburgUnited;593
693;Crotone;589
694;AvispaFukuoka;585
695;LausanneSport;572
696;BloemfonteinCeltic;564
697;JuventudUnidaG.;561
698;Veria;555
699;HapoelAcre;555
700;Tom'Tomsk;550
701;Hibernian;549
702;CNaPSSport;546
703;Senica;545
704;UniversityofPretoria;537
705;PolokwaneCity;536
706;PetrolulPloieşti;536
707;TatranPrešov;528
708;MetalurhZaporizhya;528
709;LokomotivG.Oryahovitsa;526
710;StadeMalienBamako;523
711;Troyes;523
712;Ashdod;516
713;Karmiotissa;514
714;DeportivoLaGuaira;512
715;Start;507
716;SigmaOlomouc;499
717;Videoton;497
718;Cobresal;492
719;Emelec;489
720;HJK;481
721;Maribor;480
722;VitaClub;466
723;Podbeskidzie;463
724;BačkaPalanka;457
725;TPMazembe;457
726;Sepahan;454
727;Caracas;450
728;YoungAfricans;449
729;RamplaJuniors;445
730;Vital'O;441
731;Grödig;440
732;Neftohimik;438
733;GoAheadEagles;438
734;Kongsvinger;426
735;JomoCosmos;424
736;ESSétif;417
737;OHLeuven;409
738;Mersinİdmanyurdu;399
739;AlJazira;399
740;AlAhliTripoli;397
741;Pescara;396
742;Fortaleza;392
743;BotafogoPB;392
744;Cambuur;387
745;Jelgava;384
746;Sochaux;383
747;Hajer;376
748;BaníkOstrava;370
749;Budućnost;367
750;Mykolaiv;366
751;ClubAfricain;364
752;AshantiGold;364
753;Adanaspor;363
754;BATE;363
755;Reading;362
756;GórnikZabrze;362
757;Kerkyra;359
758;DouanesNiamey;352
759;CorkCity;352
760;Birkirkara;350
761;Vipers;344
762;Trujillanos;344
763;ChickenInn;337
764;OFKBeograd;335
765;Levadia;333
766;HapoelAshkelon;329
767;TheNewSaints;326
768;Khouribga;323
769;AntiguaGFC;322
770;DinamoMoskva;320
771;Falkenberg;317
772;RealEstelí;317
773;Alessandria;317
774;TorpedoBelAZ;316
775;TorpedoBelAZ;316
776;PartizaniTirana;316
777;Kalloni;313
778;Uruguay;310
779;GilVicente;309
780;AlHilalOmdurman;306
781;DinamoMinsk;302
782;Larissa;300
783;Cotonsport;298
784;SanCarlos;284
785;AlMojzel;283
786;AlOrubah;283
787;FortLauderdaleStrikers;275
788;Poltava;274
789;Naftovyk-Ukrnafta;274
790;Cuiabá;273
791;BeijingRenhe;271
792;BeijingBG;271
793;TianjinQuanjian;271
794;DalianYifang;271
795;NeiMongolZhongyou;271
796;WuhanHongxing;271
797;XinjiangTianshan;271
798;MeizhouHakka;271
799;ShanghaiJiading;271
800;ShanghaiJiading;271
801;ChengduQianbao;271
802;HainanSeamen;271
803;QingdaoJonoon;271
804;Tosno;270
805;Sibir;270
806;WigrySuwałki;267
807;Poprad;257
808;RealPotosí;256
809;NõmmeKalju;253
810;KedusGiorgis;253
811;ÉtoileduCongo;250
812;SportingCovilhã;248
813;Leixões;248
814;AEZakakiou;244
815;Connah'sQuay;244
816;Kairat;237
817;Granville;236
818;Jagodina;232
819;Hobro;230
820;KR;230
821;RealGarcilaso;229
822;BytoviaBytów;229
823;VillaEspañola;223
824;ElTanqueSisley;222
825;ElTanqueSisley;222
826;Lovech;221
827;LiptovskýHrádok;215
828;Panthrakikos;209
829;Blooming;208
830;Alashkert;204
831;VVSB;202
832;MTK;200
833;Olimpija;200
834;HaNoi;199
835;Hoverla;198
836;Shakhtyor;196
837;UnionDouala;194
838;Enosis;190
839;MuangThongUnited;189
840;AlHazm;188
841;Zimbru;188
842;Halmstad;187
843;Mariupol';183
844;ShanghaiShenxin;181
845;GuangzhouHaoxin;181
846;Central;171
847;RoPS;170
848;FolaEsch;167
849;Zamora;165
850;NorthCarolina;165
851;CityIslanders;165
852;WilmingtonHammerheads;165
853;RochesterRhinos;165
854;NYCosmos;165
855;Dragón;165
856;IndyEleven;165
857;JacksonvilleArmada;165
858;OKCEnergy;165
859;ColoradoSprings;165
860;LaMaquina;165
861;SanAntonio;165
862;KitsapPumas;165
863;MinnesotaUnited;165
864;TampaBayRowdies;165
865;Rijeka;164
866;BuriramUnited;163
867;Volendam;162
868;Balzan;161
869;Samtredia;161
870;WConnection;157
871;SportHuancayo;157
872;Kapaz;156
873;DinamoTbilisi;151
874;Debrecen;150
875;Shirak;150
876;Ventspils;150
877;Aarau;149
878;Kriens;149
879;Winterthur;149
880;AnagennisiDeryneia;149
881;DeportesQuindío;148
882;RealCartagena;148
883;Sandefjord;143
884;StPatrick'sAthl.;140
885;CésarVallejo;137
886;Nürnberg;133
887;VascodaGama;131
888;SlovanDusloŠaľa;130
889;Nitra;130
890;SpišskáNováVes;130
891;NovéMestonadVáhom;130
892;LiptovskýMikuláš;130
893;Sereď;130
894;Višňové;130
895;NovýŽivot;130
896;Ďarmoty;130
897;Malženice;130
898;Tisovec;130
899;LokomotívaKošice;130
900;APR;129
901;FerroviárioMaputo;124
902;Zaria;122
903;Chikhura;117
904;LASKLinz;116
905;KapfenbergerSV;116
906;Jastrzębie;115
907;SlobodaUžice;113
908;B36;113
909;GreenockMorton;113
910;Valletta;113
911;LéopardsdeDolisié;112
912;Chonburi;107
913;Mioveni;107
914;Mangasport;104
915;Zrinjski;103
916;Neftçi;103
917;OnzeCréateurs;102
918;Kukësi;100
919;Cliftonville;100
920;SJK;97
921;Lioli;97
922;MbabaneSwallows;97
923;MohunBagan;96
924;Sheriff;89
