;Equipe;Points
1123;AEKLarnaca;3708
1124;Persepolis;3696
1125;Monaco;3695
1126;AméricaMineiro;3676
1127;Bournemouth;3630
1128;PSV;3623
1129;GlasgowRangersFC;3612
1130;QuerétaroFC;3604
1131;TianjinQuanjian;3560
1132;DeportivoCali;3508
1133;PohangSteelers;3504
1134;Patronato;3500
1135;ClubBruges;3499
1136;APOEL;3494
1137;LaGantoise;3448
1138;PueblaFC;3444
1139;OlympiakosPirée;3414
1140;Midtjylland;3412
1141;WestHamUnited;3409
1142;Vitória;3409
1143;Jablonec;3405
1144;FCSteauaBucarest;3399
1145;LeicesterCity;3399
1146;Sassuolo;3398
1147;HerthaBSC;3383
1148;SanMartínSanJuan;3382
1149;Saint-Étienne;3373
1150;Bâle;3339
1151;LaEquidad;3338
1152;Rosenborg;3311
1153;AlFaysalyAlMajmaah;3245
1154;IstanbulBB;3233
1155;Everton;3218
1156;Peñarol;3217
1157;AlDuhail;3213
1158;Esteghlal;3209
1159;Partizan;3208
1160;Oleksandria;3203
1161;Watford;3202
1162;AlShabab;3200
1163;ClubLeón;3193
1164;CrystalPalace;3181
1165;Mainz05;3157
1166;Ludogorets;3154
1167;AEKAthènes;3153
1168;FCSpartakTrnava;3124
1169;Brighton&HoveAlbion;3087
1170;AlTaawon;3071
1171;RapidVienne;3058
1172;Genoa;3031
1173;Montpellier;3028
1174;MaccabiTelAvivFC;3017
1175;NewcastleUnited;3013
1176;AlIttifaqDammam;2997
1177;Fribourg;2991
1178;Zamalek;2986
1179;SKSlovanBratislava;2972
1180;Gangwon;2936
1181;Brøndby;2933
1182;Burnley;2928
1183;Feyenoord;2898
1184;Aldosivi;2886
1185;Toronto;2880
1186;ArsenalTula;2868
1187;Lille;2864
1188;RionegroÁguilas;2852
1189;Nice;2841
1190;Southampton;2819
1191;IncheonUnited;2812
1192;ClubNecaxa;2810
1193;FCVorsklaPoltava;2804
1194;Zürich;2803
1195;AtléticoBucaramanga;2802
1196;Anderlecht;2793
1197;RubinKazan';2781
1198;JiangsuSuning;2764
1199;Cagliari;2746
1200;SPAL;2739
1201;AlFateh;2717
1202;AlFeiha;2706
1203;Sarpsborg08;2704
1204;DesportivoAves;2681
1205;AméricadeCali;2672
1206;ShanghaiShenhua;2668
1207;FCZoryaLouhansk;2656
1208;CSKASofia;2656
1209;Rostov;2631
1210;CFR1907Cluj;2626
1211;KPLegiaVarsovie;2613
1212;Molde;2613
1213;ChunnamDragons;2570
1214;SangjuSangmu;2560
1215;Augsbourg;2539
1216;AkhisarBelediyespor;2524
1217;Séoul;2520
1218;Ural;2508
1219;SeattleSounders;2484
1220;LinzerASK;2481
1221;Trabzonspor;2464
1222;VitoriaGuimaraes;2463
1223;AlQuadisiyaKhobar;2449
1224;Strasbourg;2441
1225;AlIttihad;2410
1226;AZ;2406
1227;AtléticoHuila;2397
1228;RioAve;2376
1229;NacionalAsunción;2376
1230;AIK;2361
1231;HapoelBeerSheva;2359
1232;DinamoMoscou;2352
1233;DinamoZagreb;2339
1234;JaguaresdeCórdoba;2334
1235;FKASTrenčin;2324
1236;LobosBUAP;2324
1237;Vitesse;2317
1238;GuangzhouR&F;2307
1239;PatriotasBoyacá;2303
1240;ZobAhan;2302
1241;Temperley;2299
1242;SpartaPraha;2297
1243;CerezoOsaka;2296
1244;CFAtlasGuadalajara;2290
1245;YeniMalatyaspor;2279
1246;MelbourneVictory;2277
1247;TerekGrozny;2246
1248;SoldeAmérica;2244
1249;ÖstersundsFK;2230
1250;KasimpasaSK;2228
1251;Ufa;2219
1252;AlBatin;2218
1253;KawasakiFrontale;2211
1254;Envigado;2187
1255;HebeiCFFC;2185
1256;TiburonesRojosdeVeracruz;2183
1257;Courtrai;2179
1258;AmiensSC;2176
1259;MisrLelMakasa;2159
1260;Hanovre96;2155
1261;CSUCraiova;2152
1262;Caen;2150
1263;Moreirense;2147
1264;FCIllychivetsMariupol;2135
1265;Konyaspor;2134
1266;Nantes;2132
1267;Angers;2118
1268;Udinese;2117
1269;Dijon;2114
1270;AtlantaUnited;2105
1271;Portimonense;2102
1272;Belenenses;2096
1273;FCKarpatyLviv;2080
1274;RealValladolid;2078
1275;AlRaedBuraidah;2076
1276;JagielloniaBialystokSSA;2068
1277;SportingCharleroi;2064
1278;BeijingRenhe;2062
1279;MŠKŽilina;2050
1280;Sepsi;2038
1281;Paraná;2038
1282;AsyoutySport;2036
1283;HibernianFC;2031
1284;Toulouse;2025
1285;Norrköping;2024
1286;Antalyaspor;2021
1287;SanMartínTucumán;2003
1288;Djurgården;1998
1289;SigmaOlomouc;1995
1290;Sydney;1989
1291;DalianYifang;1983
1292;Bologne;1975
1293;AberdeenFC;1972
1294;AlSadd;1967
1295;VitoriaSétubal;1954
1296;Astana;1948
1297;Anorthosis;1948
1298;AlianzaPetrolera;1938
1299;HenanJianye;1930
1300;LevskiSofia;1925
1301;DACDunajskaStreda;1917
1302;Boavista;1915
1303;Lucerne;1912
1304;Kayserispor;1911
1305;BaníkOstrava;1894
1306;RadničkiNiš;1893
1307;FCDinamoBucarest;1889
1308;Chievo;1881
1309;Dallas;1878
1310;Antwerp;1876
1311;NeaSalamis;1873
1312;Sivasspor;1872
1313;WolverhamptonWanderers;1857
1314;KilmarnockFC;1852
1315;SwanseaCity;1845
1316;GeneralDíaz;1827
1317;ChongqingDangdaiLifan;1824
1318;PortlandTimbers;1822
1319;Häcken;1818
1320;Viitorul;1811
1321;Guaraní;1805
1322;Hammarby;1804
1323;Brann;1803
1324;Ostende;1802
1325;SturmGraz;1795
1326;Botoşani;1788
1327;Utrecht;1788
1328;Nordsjælland;1783
1329;SportingKC;1782
1330;UrawaReds;1782
1331;Chaves;1776
1332;KKSLechPoznan;1760
1333;ChangchunYatai;1754
1334;AlMokawloon;1746
1335;Haugesund;1742
1336;AlIttihad;1739
1337;TianjinTeda;1738
1338;ElEntagElHarby;1732
1339;PhiladelphieUnion;1728
1340;AEL;1717
1341;HuddersfieldTown;1712
1342;AlAin;1705
1343;AlWehdaMecca;1701
1344;GazovikOrenburg;1690
1345;PAEAPSAtromitosAthènes;1687
1346;SportivoLuqueño;1687
1347;Čukarički;1684
1348;Herediano;1684
1349;ASEupen;1678
1350;GazMetanMedias;1674
1351;Saint-Trond;1670
1352;IndependienteFBC;1670
1353;Zlín;1664
1354;BoyacáChicó;1657
1355;DeportivoSantaní;1639
1356;GoztepeASIzmir;1630
1357;DeportivoPasto;1612
1358;Parme;1612
1359;Tondela;1609
1360;AGF;1600
1361;Alanyaspor;1599
1362;HarasElHodood;1594
1363;SlovanLiberec;1590
1364;Heerenveen;1583
1365;Smouha;1582
1366;PanathinaikosAthènes;1574
1367;Bursaspor;1572
1368;Guingamp;1572
1369;Videoton;1560
1370;Maritimo;1560
1371;MladostLučani;1559
1372;OSPLechiaGdansk;1548
1373;DeportivoSaprissa;1548
1374;Thoune;1541
1375;DefensorSporting;1541
1376;AstraPloiesti;1540
1377;OlimpikDonetsk;1533
1378;ElGeish;1520
1379;Zulte-Waregem;1519
1380;ZemplínMichalovce;1517
1381;Ismaily;1516
1382;BotevPlovdiv;1515
1383;Sion;1512
1384;AlAhly;1511
1385;Feirense;1505
1386;MladáBoleslav;1503
1387;KashiwaReysol;1503
1388;BuriramPEA;1502
1389;Arsenal;1498
1390;WillemII;1488
1391;BeitarJerusalemFC;1486
1392;Beroe;1485
1393;St.Pölten;1485
1394;MKSPogonSzczecin;1484
1395;ENPPI;1475
1396;ENPPI;1475
1397;AaB;1475
1398;GuizhouZhicheng;1456
1399;Danubio;1452
1400;HapoelHaifaFC;1449
1401;Heracles;1440
1402;VegaltaSendai;1438
1403;SpartakSubotica;1437
1404;WitsUniversity;1434
1405;Kristiansund;1433
1406;Slovácko;1428
1407;NewYorkCity;1422
1408;Napredak;1421
1409;ColumbusCrew;1415
1410;AOXanthi;1410
1411;HoustonDynamo;1408
1412;FCNitra;1403
1413;Vålerenga;1399
1414;Bohemians1905;1395
1415;OB;1395
1416;Teplice;1393
1417;MamelodiSundowns;1386
1418;ConsadoleSapporo;1385
1419;Strømsgodset;1385
1420;SanfrecceHiroshima;1383
1421;MKSCracoviaCracovie;1382
1422;DeportivoCapiatá;1376
1423;AustriaVienne;1376
1424;Cerro;1375
1425;Saint-Gall;1375
1426;PanioniosAthènes;1374
1427;DeportivoLaCorogne;1372
1428;HeartofMidlothianFC;1371
1429;MotherwellFC;1369
1430;GIFSundsvall;1369
1431;MFKRužomberok;1367
1432;Bénévent;1366
1433;Crotone;1365
1434;ElDaklyeh;1359
1435;ChernoMore;1356
1436;Leones;1356
1437;MaccabiNetanyaFC;1355
1438;FortunaDüsseldorf;1355
1439;MKSKoronaKielce;1344
1440;WislaCracovieSSA;1331
1441;Mattersburg;1330
1442;Paphos;1329
1443;Cologne;1328
1444;HambourgSV;1328
1445;DCUnited;1326
1446;AsterasTripolis;1317
1447;SønderjyskE;1315
1448;RadnikSurdulica;1307
1449;Podbrezová;1307
1450;Ranheim;1305
1451;BneiYehudaTelAvivFC;1303
1452;OrlandoPirates;1297
1453;Lugano;1296
1454;FCLviv;1292
1455;Reims;1291
1456;RayoVallecano;1287
1457;ADODenHaag;1287
1458;Alajuelense;1281
1459;Lillestrøm;1277
1460;BATE;1272
1461;RealSaltLake;1271
1462;JúbiloIwata;1262
1463;Randers;1262
1464;FCTchernomoretsOdessa;1261
1465;Anzhi;1257
1466;KSGórnikZabrze;1253
1467;ShimizuS-Pulse;1246
1468;HapoelRa'anana;1246
1469;GambaOsaka;1246
1470;Vojvodina;1245
1471;Vojvodina;1245
1472;BostonRiver;1245
1473;Odd;1245
1474;Waasland-Beveren;1242
1475;WolfsbergerAC;1242
1476;CSMSIaşi;1237
1477;Nîmes;1236
1478;AlJazira;1233
1479;OmoniaNicosia;1229
1480;Tokyo;1226
1481;LasPalmas;1225
1482;SaintJohnstoneFC;1212
1483;Doxa;1207
1484;GKSPiastGliwice;1205
1485;AELarisa;1201
1486;TractorSazi;1191
1487;MaccabiPetahTikvaFC;1191
1488;VVV;1189
1489;Wanderers;1187
1490;WislaPlockSA;1179
1491;Panaitolikos;1178
1492;LAGalaxy;1177
1493;SaganTosu;1174
1494;Empoli;1170
1495;WestBromwichAlbion;1161
1496;Liverpool;1158
1497;MontréalImpact;1156
1498;Whitecaps;1152
1499;Ermis;1151
1500;3deFebrero;1148
1501;Horsens;1148
1502;HapoelIroniKiryatShmona;1138
1503;GenclerbirligiSK;1137
1504;Start;1137
1505;AlHazmRass;1134
1506;Groningen;1133
1507;ElGounah;1131
1508;Petrojet;1127
1509;Desna;1127
1510;ChacaritaJuniors;1123
1511;Tromsø;1119
1512;Karviná;1118
1513;MaccabiHaifaFC;1112
1514;PolokwaneCity;1105
1515;ZaglebieLubinSSA;1104
1516;VisselKobe;1104
1517;ConcordiaChiajna;1103
1518;SupersportUnited;1100
1519;Excelsior;1099
1520;MačvaŠabac;1092
1521;AlGharafa;1090
1522;Örebro;1089
1523;Bodø/Glimt;1087
1524;KrylyaSovetov;1085
1525;DeportivoLara;1080
1526;Colo-Colo;1075
1527;Qarabağ;1073
1528;LokomotivPlovdiv;1062
1529;WadiDegla;1062
1530;AlMasry;1055
1531;CercleBruges;1055
1532;Kalmar;1055
1533;AmaZulu;1052
1534;YokohamaF.Marinos;1044
1535;ArkaGdyniaSSA;1043
1536;CardiffCity;1040
1537;NagoyaGrampus;1036
1538;NACBreda;1035
1539;ShonanBellmare;1034
1540;RiverPlate;1034
1541;Hobro;1029
1542;WKSSlaskWroclaw;1028
1543;Saipa;1025
1544;ChicagoFire;1025
1545;KaizerChiefs;1010
1546;PadidehKhorasan;1008
1547;Racing;1005
1548;DuklaPrague;1002
1549;RealGarcilaso;1000
1550;BloemfonteinCeltic;999
1551;FKSenica;993
1552;Sepahan;991
1553;Lokeren;988
1554;Voždovac;978
1555;Estoril;974
1556;SantaClara;973
1557;Esbjerg;970
1558;IFKGöteborg;964
1559;BBAnkaraspor;963
1560;HighlandsPark;962
1561;CapeTownCity;959
1562;Grasshopper;957
1563;PASGiannina;956
1564;Tosno;956
1565;AlkiOroklini;955
1566;NewcastleJets;952
1567;MelbourneHeart;952
1568;RadBeograd;952
1569;Brommapojkarna;950
1570;PerthGlory;950
1571;PerthGlory;950
1572;MKEAnkaragücü;947
1573;NewEngland;939
1574;Sirius;933
1575;Elfsborg;933
1576;Progreso;932
1577;Zemun;928
1578;BačkaPalanka;928
1579;ColoradoRapids;926
1580;IhoudBneiSakhninFC;921
1581;UniversidadChile;920
1582;Stabæk;901
1583;MSAshdod;894
1584;OrlandoCity;891
1585;Malaga;882
1586;RoyalExcelMouscron;877
1587;Etar;875
1588;PaçosdeFerreira;871
1589;MinnesotaUnited;866
1590;Sereď;862
1591;StokeCity;855
1592;SantosdeGuápiles;853
1593;Voluntari;850
1594;Admira;847
1595;AmkarPerm';836
1596;RamplaJuniors;834
1597;Nuremberg;827
1598;HellasVerona;820
1599;StalDniprodzerzhynsk;816
1600;Hartberg;816
1601;PECZwolle;814
1602;ParsJamBushehr;811
1603;Metz;795
1604;BrisbaneRoar;791
1605;Huesca;789
1606;WellingtonPhoenix;787
1607;VysočinaJihlava;785
1608;Lokomotiv;784
1609;Fénix;781
1610;NacionalFunchal;780
1611;F91Dudelange;776
1612;SanatNaft;774
1613;PérezZeledón;773
1614;Lamia;769
1615;Foolad;766
1616;GoldenArrows;765
1617;FortunaSittard;759
1618;Zirka;757
1619;RheindorfAltach;753
1620;Opava;751
1621;OhodMadinah;751
1622;Olimpo;749
1623;V-VarenNagasaki;748
1624;Dalkurd;747
1625;LDUQuito;745
1626;Fulham;742
1627;Malines;740
1628;AdelaideUnited;734
1629;LevadiakosFC;724
1630;Livingston;717
1631;DundeeFC;717
1632;Sandefjord;715
1633;ProleterNoviSad;705
1634;AlRayyan;696
1635;Paykan;692
1636;GostareshFooladTabriz;681
1637;Hjørring;680
1638;Atenas;680
1639;Carmelita;676
1640;Baroka;669
1641;HamiltonAcademicalsFC;667
1642;Dunav2010;658
1643;Frosinone;658
1644;Shkendija;656
1645;Příbram;651
1646;Příbram;651
1647;ApollonSmirnis;650
1648;ArisSalonique;646
1649;MiedźLegnica;643
1650;CaykurRizespor;640
1651;Yenisey;639
1652;Troyes;636
1653;EsteghlalKhuzestan;636
1654;LesHerbiers;635
1655;FreeStateStars;622
1656;ZlatéMoravce;622
1657;BBErzurumspor;621
1658;BlackLeopards;620
1659;Cartaginés;609
1660;RodaJC;603
1661;DeportesTemuco;600
1662;DynamoMinsk;600
1663;HapoelHadera;600
1664;Silkeborg;593
1665;ASEC;593
1666;Bolívar;580
1667;ChippaUnited;577
1668;Twente;569
1669;DunăreaCălăraşi;567
1670;SarmientoResistencia;556
1671;SarmientoResistencia;556
1672;CentralCórdobaSdE;556
1673;SepidroodRasht;552
1674;WesternSydneyWanderers;544
1675;MaritzburgUnited;528
1676;SJEarthquakes;527
1677;Emmen;526
1678;JavorIvanjica;525
1679;Tauro;524
1680;SantaTecla;524
1681;Veres;524
1682;SanCarlos;511
1683;SpartaRotterdam;507
1684;WackerInnsbruck;505
1685;Limón;504
1686;ACSPoliTimişoara;501
1687;ESTunis;480
1688;Chambly;476
1689;JuventusBucureşti;465
1690;Trelleborg;465
1691;Vejle-Kolding;463
1692;Enosis;462
1693;Sūduva;458
1694;Pyunik;455
1695;1.FCTatranPrešov;454
1696;1.FCTatranPrešov;454
1697;AvangardKursk;448
1698;FCSheriffTiraspol;444
1699;VitoshaBistritsa;442
1700;NKOlimpijaLjubljana;428
1701;Nasaf;422
1702;TorpedoKutaisi;422
1703;ElNacional;420
1704;Valur;420
1705;BotevVratsa;419
1706;Simba;414
1707;Luverdense;401
1708;UCR;398
1709;PartickThistleFC;396
1710;ProgrèsNiedercorn;394
1711;Caldas;386
1712;NassajiMazandaran;378
1713;HapoelAcre;378
1714;FCArsenalKiev;376
1715;Nieciecza;375
1716;Trakai;374
1717;OFIHeraklion;374
1718;DeGraafschap;371
1719;NKMaribor;366
1720;NeuchâtelXamax;365
1721;GorMahia;361
1722;B36;360
1723;Olympiakos;360
1724;Boluspor;358
1725;ZbrojovkaBrno;353
1726;NaftMasjedSoleyman;351
1727;TPMazembe;347
1728;LobiStars;343
1729;KitcheeFC;333
1730;HapoelTelAvivFC;325
1731;RossCounty;323
1732;WiganAthletic;319
1733;UnionSaint-Gilloise;318
1734;LausanneSport;318
1735;HJK;316
1736;Carabobo;315
1737;AlWahda;311
1738;Elite3000;311
1739;Balzan;311
1740;PAEAOKerkyra;310
1741;Cotonsport;306
1742;ZaglebieSosnowiecSA;301
1743;IndependientedelValle;300
1744;SandecjaNowySącz;300
1745;Caracas;300
1746;Giresunspor;300
1747;SportingCristal;300
1748;OFKPirin;297
1749;SaintMirrenFC;297
1750;AlHilalOmdurman;288
1751;Žalgiris;283
1752;Jaraaf;278
1753;BoracČačak;275
1754;GimhaeCity;275
1755;MokpoCity;275
1756;AsanMugunghwa;275
1757;Chikhura;272
1758;NacionalPotosí;270
1759;Blooming;270
1760;SpartaksJūrmala;261
1761;CSConstantine;257
1762;LeHavre;254
1763;DinamoVranje;253
1764;Nouadhibou;248
1765;Ceres;244
1766;Sarajevo;242
1767;JorgeWilstermann;240
1768;Monagas;240
1769;TheStrongest;240
1770;Kukësi;239
1771;Lens;238
1772;NantongZhiyun;236
1773;ShaanxiChang'an;236
1774;YinchuanHelanshan;236
1775;HeilongjiangLavaSpring;236
1776;NKDomžale;236
1777;SuzhouDongwu;236
1778;LiaoningKaixin;236
1779;SichuanLongfor;236
1780;Kairat;235
1781;UMSdeLoum;233
1782;NaftTehran;231
1783;DeportivoCuenca;230
1784;Dundalk;226
1785;Tobol;222
1786;Poprad;220
1787;HapoelAshkelon;216
1788;Shakhtyor;214
1789;Inhulets';212
1790;Zrinjski;212
1791;MontedioYamagata;207
1792;Flora;203
1793;Laçi;203
1794;MuangThongUnited;203
1795;SportHuancayo;200
1796;SportHuancayo;200
1797;AlianzaLima;200
1798;Nkana;199
1799;Gandzasar;197
1800;MunicipalLiberia;195
1801;Honvéd;192
1802;DerryCity;191
1803;Liepāja;188
1804;FH;186
1805;Újpest;182
1806;Motagua;180
1807;Aris;180
1808;Shinnik;179
1809;TheNewSaints;176
1810;Olimpia;175
1811;Bantu;175
1812;NazilliBelediyespor;174
1813;Kahramanmaraşspor;174
1814;DarıcaGençlerbırlığı;174
1815;FatihKaragümrük;174
1816;Hatayspor;174
1817;Ümranıyespor;174
1818;1461Trabzon;174
1819;Etimesgut;174
1820;AltaySKIzmir;174
1821;SivasBelediyespor;174
1822;Bodrumspor;174
1823;MenemenBelediyespor;174
1824;Balıkesirspor;174
1825;WienerNeustadt;173
1826;AlAhliBenghazi;172
1827;Vaduz;169
1828;KardemirDCKarabukspor;164
1829;CentralCoastMariners;162
1830;Emelec;160
1831;ShenyangUrban;158
1832;HainanSeamen;158
1833;WuhanChufengHeli;158
1834;Željezničar;158
1835;OrientePetrolero;158
1836;Glenavon;156
1837;Horoya;154
1838;SantiagoWanderers;151
1839;NKRudarVelenje;148
1840;Numancia;147
1841;Leixões;146
1842;AFCEskilstuna;141
1843;Ventspils;141
1844;Lyngby;140
1845;Vereya;138
1846;Vereya;138
1847;Valletta;135
1848;Karmiotissa;135
1849;Othellos;135
1850;PAEEK;135
1851;Universitario;135
1852;GrazerAK;134
1853;PontePreta;134
1854;Pohronie;132
1855;MFKDubnica;132
1856;PovažskáBystrica;132
1857;LiptovskýMikuláš;132
1858;SlovanŠimonovany;132
1859;Šamorín;132
1860;Fiľakovo;132
1861;Skalica;132
1862;Vydrany;132
1863;Næstved;131
1864;KoldingIF;131
1865;Fredericia;127
1866;Kriens;127
1867;Strumskaslava;126
1868;SiahJamegan;126
1869;VentforetKofu;124
1870;KÍ;124
1871;KÍ;124
1872;Neftchi;123
1873;Rabotnički;123
1874;UTCCajamarca;120
1875;DeportivoTáchira;120
1876;VanBB;116
1877;Keçiörengücü;116
1878;PuszczaNiepołomice;114
1879;SacramentoRepublic;114
1880;LouisvilleCity;114
1881;RakówCzęstochowa;114
1882;OdraOpole;114
1883;Platanias;113
1884;FalkirkFC;110
1885;GreenockMorton;110
1886;Rochdale;106
1887;Platinum;103
1888;ClubAfricain;103
1889;V.Club;103
1890;GAMTEL;100
1891;Alashkert;99
1892;ZESCOUnited;98
1893;APR;96
1894;Bryne;93
1895;FCSantaColoma;91
1896;NõmmeKalju;91
1897;LokomotívaZvolen;88
1898;Malženice;88
1899;ŠirokiBrijeg;88
1900;Mangasport;85
1901;Csikszereda;83
1902;Stjarnan;79
1903;WydadCasablanca;77
1904;AlMerreikh;77
1905;Melgar;75
1906;Everton;75
1907;Qabala;74
1908;InterBakou;74
1909;TreFiori;74
1910;BalaTown;74
1911;KuPS;72
1912;CNaPSSport;70
1913;Barcelona;70
1914;MinerosdeGuayana;70
1915;FCOlimpiaBalti;66
1916;ShamrockRovers;63
1917;SKA-Energiya;60
1918;SanJosé;60
1919;Coleraine;59
1920;Ferencváros;57
1921;Coleraine;59
1922;Ferencváros;57
1923;Osijek;55
1924;Rijeka;52
1925;HajdukSplit;50
1926;AyiaNapa;45
1927;Crusaders;44
1928;DinamoTbilisi;43
1929;Budućnost;43
1930;SheffieldWednesday;37
1931;EthnikosAchna;30
1932;Lahti;30
1933;TownshipRollers;26
1934;Birkirkara;25
1935;Irtysh;25
1936;Sutjeska;25
1937;StJoseph's;25
1938;UniónEspañola;25
1939;LuftëtariGjirokastër;25
1940;Mladost;25
1941;CefnDruids;25
