;Equipe;Points
1155;Groningen;3016
1156;VitóriaGuimarães;3016
1157;GodoyCruz;3000
1158;RubinKazan';2997
1159;HerthaBSC;2992
1160;HellasVerona;2989
1161;Zorya;2986
1162;Morelia;2968
1163;AlTaawon;2962
1164;DefensorSporting;2953
1165;Herediano;2950
1166;SantaFe;2945
1167;Nacional;2927
1168;Molde;2925
1169;Astra;2923
1170;Stuttgart;2898
1171;AlAin;2888
1172;Académica;2883
1173;Reims;2856
1174;PaçosdeFerreira;2843
1175;HamburgerSV;2832
1176;Sassuolo;2828
1177;Tigre;2820
1178;Toulouse;2820
1179;SlovanBratislava;2812
1180;Metalist;2795
1181;Cambuur;2779
1182;KaizerChiefs;2775
1183;Fenerbahçe;2770
1184;VitóriaSetúbal;2739
1185;Kuban'Krasnodar;2736
1186;DCUnited;2697
1187;Atromitos;2688
1188;AEL;2678
1189;Heerenveen;2655
1190;AlOrubah;2645
1191;Chievo;2629
1192;MalmöFF;2598
1193;Gent;2593
1194;SportingKC;2586
1195;Belgrano;2580
1196;Olimpo;2580
1197;EvianTG;2578
1198;Bastia;2573
1199;MaccabiTelAviv;2560
1200;AlRaed;2546
1201;Rostov;2541
1202;AlShoalah;2538
1203;Najran;2538
1204;CerezoOsaka;2534
1205;Veracruz;2520
1206;Bolívar;2512
1207;SpartakMoskva;2503
1208;Ermis;2500
1209;SportingCharleroi;2495
1210;Lorient;2488
1211;København;2487
1212;Arouca;2470
1213;Nice;2445
1214;LAGalaxy;2432
1215;Guadalajara;2430
1216;Foolad;2422
1217;UrawaReds;2418
1218;Zulte-Waregem;2417
1219;Osasuna;2400
1220;KVOostende;2383
1221;Kortrijk;2370
1222;Vorskla;2367
1223;Elfsborg;2359
1224;Chornomorets;2358
1225;SaganTosu;2340
1226;KashimaAntlers;2340
1227;Vitesse;2303
1228;DeportivoSaprissa;2298
1229;DeportivoCali;2298
1230;PetrolulPloieşti;2295
1231;MetalurhDonetsk;2291
1232;MontrealImpact;2288
1233;MontrealImpact;2288
1234;Gençlerbirliği;2276
1235;Ural;2260
1236;Trenčín;2252
1237;ADODenHaag;2246
1238;KashiwaReysol;2223
1239;Cagliari;2207
1240;VitaClub;2199
1241;Nacional;2197
1242;CrvenaZvezda;2187
1243;Odd;2175
1244;Quilmes;2160
1245;Puebla;2160
1246;IroniKiryatShmona;2143
1247;NewYorkRB;2132
1248;Bursaspor;2120
1249;SeattleSounders;2104
1250;RealValladolid;2100
1251;Criciúma;2100
1252;CSKASofia;2100
1253;Genk;2099
1254;Utrecht;2091
1255;NagoyaGrampus;2081
1256;Rosenborg;2074
1257;MladáBoleslav;2053
1258;BotevPlovdiv;2052
1259;RapidWien;2046
1260;Jablonec;2044
1261;Grasshopper;2041
1262;CFRCluj;2040
1263;PortlandTimbers;2028
1264;PortlandTimbers;2028
1265;TPMazembe;2013
1266;Karabükspor;2012
1267;Eibar;2000
1268;Esbjerg;1989
1269;LokomotivSofia;1986
1270;SpartakTrnava;1968
1271;AkhisarBelediyespor;1966
1272;ShandongLuneng;1956
1273;MamelodiSundowns;1953
1274;St.Johnstone;1950
1275;IFKGöteborg;1949
1276;Sochaux;1943
1277;Veria;1927
1278;Tokyo;1924
1279;OFI;1921
1280;Independiente;1920
1281;Volyn;1917
1282;TelephonaatBeniSuef;1892
1283;Colón;1890
1284;CSSfaxien;1883
1285;Thun;1864
1286;RiverPlate;1862
1287;EthnikosAchna;1854
1288;Čukarički;1853
1289;Peñarol;1837
1290;DundeeUnited;1836
1291;Vojvodina;1827
1292;GilVicente;1818
1293;Mechelen;1817
1294;Rizespor;1800
1295;SlovanLiberec;1800
1296;Brøndby;1798
1297;Panaitolikos;1797
1298;Hajer;1797
1299;Fulham;1791
1300;Jagodina;1789
1301;BeijingRenhe;1787
1302;Midtjylland;1787
1303;HapoelBe'erSheva;1784
1304;Racing;1775
1305;TheStrongest;1774
1306;Köln;1772
1307;Paderborn;1771
1308;PASGiannina;1760
1309;LechPoznań;1758
1310;OmoniaNicosia;1757
1311;Beroe;1757
1312;VisselKobe;1755
1313;Kasımpaşa;1748
1314;St.Gallen;1733
1315;Karpaty;1729
1316;SturmGraz;1728
1317;Košice;1721
1318;Konyaspor;1718
1319;AlbirexNiigata;1716
1320;Wanderers;1711
1321;ŚląskWrocław;1707
1322;UniónEspañola;1702
1323;ElJaish;1695
1324;Libertad;1671
1325;Dallas;1668
1326;ShimizuS-Pulse;1666
1327;Lovech;1655
1328;VentforetKofu;1651
1329;MaccabiHaifa;1645
1330;Doxa;1643
1331;DinamoBucureşti;1643
1332;Kalloni;1642
1333;KayseriErciyesspor;1639
1334;ENPPI;1634
1335;GoAheadEagles;1632
1336;Heracles;1631
1337;Senica;1630
1338;WolfsbergerAC;1626
1339;ESTunis;1626
1340;Anzhi;1620
1341;Atlante;1620
1342;BidvestWits;1610
1343;Guaraní;1606
1344;Catania;1606
1345;HapoelTelAviv;1605
1346;AlJazira;1603
1347;OrlandoPirates;1597
1348;AIK;1592
1349;MelbourneVictory;1590
1350;NeaSalamis;1585
1351;Strømsgodset;1585
1352;InvernessCT;1575
1353;DAC;1573
1354;Lillestrøm;1571
1355;Sivasspor;1570
1356;BaníkOstrava;1566
1357;Slovácko;1563
1358;DeportivoCapiatá;1563
1359;Sion;1562
1360;Emelec;1560
1361;VysočinaJihlava;1560
1362;Waasland-Beveren;1559
1363;Danubio;1555
1364;Randers;1543
1365;Gaziantepspor;1539
1366;GuangzhouR&F;1539
1367;Nordsjælland;1537
1368;OlimpikDonetsk;1537
1369;Grödig;1535
1370;Platanias;1531
1371;Junior;1528
1372;Podbeskidzie;1527
1373;Aarau;1526
1374;ZbrojovkaBrno;1524
1375;OmiyaArdija;1522
1376;NewEngland;1519
1377;Botoşani;1519
1378;UniversitateaCluj;1517
1379;Nürnberg;1515
1380;RealSaltLake;1512
1381;Palermo;1506
1382;AlIttifaq;1499
1383;Eskişehirspor;1499
1384;Sarpsborg08;1494
1385;Levadiakos;1484
1386;VegaltaSendai;1482
1387;QueensParkRangers;1474
1388;Hoverla;1474
1389;SuperSportUnited;1465
1390;Stabæk;1461
1391;Örebro;1459
1392;Häcken;1459
1393;RionegroÁguilas;1450
1394;MordoviaSaransk;1436
1395;Teplice;1436
1396;SønderjyskE;1431
1397;Helsingborg;1430
1398;Moreirense;1425
1399;JagielloniaBiałystok;1424
1400;LevskiSofia;1419
1401;EintrachtBraunschweig;1414
1402;Ergotelis;1404
1403;Mariupol';1402
1404;Lens;1399
1405;Voždovac;1392
1406;AlSadd;1388
1407;Tom'Tomsk;1384
1408;OnceCaldas;1378
1409;Panionios;1376
1410;GhazlElMehalla;1376
1411;NACBreda;1373
1412;DeportesTolima;1370
1413;Åtvidaberg;1364
1414;SlaviaPraha;1362
1415;RuchChorzów;1358
1416;Motherwell;1357
1417;Haugesund;1354
1418;Lierse;1337
1419;Příbram;1335
1420;Qarabağ;1334
1421;Djurgården;1333
1422;Vålerenga;1333
1423;VancouverWhitecaps;1329
1424;NorwichCity;1319
1425;Medellín;1318
1426;Lekhwiya;1311
1427;ColumbusCrew;1304
1428;Burnley;1302
1429;Aalesund;1301
1430;DeportivoLaCoruña;1300
1431;Fénix;1300
1432;Viitorul;1300
1433;Juventud;1300
1434;Bunyodkor;1296
1435;ShanghaiSIPG;1296
1436;GeneralDíaz;1295
1437;Banfield;1290
1438;PhiladelphiaUnion;1282
1439;Olhanense;1275
1440;Xanthi;1273
1441;Rijeka;1267
1442;AmkarPerm';1267
1443;SpartakMyjava;1263
1444;Viking;1256
1445;SJEarthquakes;1251
1446;Millonarios;1249
1447;PiastGliwice;1245
1448;PiastGliwice;1245
1449;CercleBrugge;1245
1450;Braşov;1238
1451;Kalmar;1238
1452;Halmstad;1237
1453;WisłaKraków;1235
1454;Maribor;1229
1455;Dukla;1228
1456;MaritzburgUnited;1227
1457;LechiaGdańsk;1222
1458;DuklaPraha;1221
1459;PogońSzczecin;1211
1460;DinamoZagreb;1210
1461;UCR;1207
1462;ChernoMore;1205
1463;ElEntagElHarby;1204
1464;CapeTownCity;1200
1465;BloemfonteinCeltic;1199
1466;Olimpia;1195
1467;Panthrakikos;1194
1468;LokomotivPlovdiv;1194
1469;Bohemians1905;1194
1470;RadBeograd;1191
1471;Ried;1188
1472;AlHilalOmdurman;1176
1473;NoviPazar;1174
1474;OFKBeograd;1174
1475;SudAmérica;1174
1476;Rentistas;1173
1477;Luzern;1164
1478;Empoli;1162
1479;PanduriiTârguJiu;1156
1480;DinamoMinsk;1155
1481;OB;1153
1482;MaccabiPetahTikva;1147
1483;İstanbulBaşakşehir;1146
1484;Norrköping;1143
1485;AlianzaPetrolera;1136
1486;Cartaginés;1133
1487;Gefle;1128
1488;Kilmarnock;1125
1489;Vestsjælland;1118
1490;ZawiszaBydgoszcz;1118
1491;Sepahan;1115
1492;SpartakSubotica;1115
1493;ZlatéMoravce;1115
1494;AlAhli;1111
1495;ElTanqueSisley;1111
1496;Start;1110
1497;Bodø/Glimt;1110
1498;Admira;1103
1499;Córdoba;1100
1500;PartickThistle;1100
1501;Ufa;1098
1502;Metz;1097
1503;Ashdod;1092
1504;HJK;1087
1505;PlatinumStars;1087
1506;Penafiel;1086
1507;GórnikZabrze;1081
1508;Anorthosis;1081
1509;ArgentinosJuniors;1080
1510;Napredak;1079
1511;Toronto;1072
1512;NEC;1067
1513;Envigado;1067
1514;SportivoLuqueño;1066
1515;ChicagoFire;1065
1516;TârguMureş;1064
1517;AjaxCapeTown;1063
1518;Aris;1061
1519;RheindorfAltach;1060
1520;Kayserispor;1059
1521;AlKhaleej;1058
1522;AlNahdha;1057
1523;TianjinTeda;1053
1524;BeitarJerusalem;1051
1525;Excelsior;1051
1526;Elazığspor;1049
1527;DonjiSrem;1048
1528;Falkenberg;1047
1529;AtléticoHuila;1046
1530;HapoelHaifa;1045
1531;Ružomberok;1044
1532;CracoviaKraków;1039
1533;Esteghlal;1038
1534;CardiffCity;1037
1535;AustriaWien;1036
1536;CSUCraiova;1033
1537;Brann;1032
1538;Mersinİdmanyurdu;1029
1539;RadničkiNiš;1028
1540;MetalurhZaporizhya;1022
1541;Bologna;1022
1542;DefensayJusticia;1020
1543;HoustonDynamo;1015
1544;WienerNeustadt;1014
1545;Carmelita;1005
1546;Valenciennes;1005
1547;KoronaKielce;1005
1548;KoronaKielce;1005
1549;Comunicaciones;1000
1550;JiangsuSuning;999
1551;BneiSakhnin;996
1552;WillemII;994
1553;Belén;986
1554;Cerro;983
1555;UniversityofPretoria;981
1556;PatriotasBoyacá;978
1557;RossCounty;950
1558;ApollonSmirnis;946
1559;ShanghaiShenhua;945
1560;CentralCoastMariners;944
1561;ConcordiaChiajna;939
1562;BuriramUnited;938
1563;Ajaccio;938
1564;Sevastopol;932
1565;PérezZeledón;931
1566;UniversidadChile;930
1567;Boavista;927
1568;PolokwaneCity;927
1569;Mjällby;920
1570;GazMetanMediaş;913
1571;IndependientedelValle;913
1572;BoyacáChicó;910
1573;HapoelRa'anana;907
1574;FreeStateStars;900
1575;AllBoys;900
1576;LiaoningKaixin;891
1577;ShanghaiShenxin;891
1578;ArsenalTula;887
1579;LaEquidad;880
1580;HapoelAcre;878
1581;Livorno;876
1582;LeicesterCity;868
1583;Hangzhou;864
1584;ChivasUSA;862
1585;Smouha;860
1586;TorpedoMoskva;854
1587;Westerlo;851
1588;RoyalExcelMouscron;851
1589;CeahlăulPiatraNeamţ;846
1590;AmaZulu;844
1591;DeportivoPasto;844
1592;AucklandCity;839
1593;ChangchunYatai;837
1594;Caen;834
1595;HamiltonAcademical;825
1596;FortalezaCEIF;820
1597;ColoradoRapids;816
1598;UniversidadGuadalajara;810
1599;HenanJianye;810
1600;Huracán;810
1601;TractorSazi;799
1602;Zamora;798
1603;SoldeAmérica;784
1604;RubioÑú;783
1605;DalianYifang;783
1606;RKCWaalwijk;781
1607;Olimpia;776
1608;ZagłębieLubin;773
1609;SantosdeGuápiles;767
1610;MorokaSwallows;763
1611;Sogndal;762
1612;St.Mirren;750
1613;BneiYehuda;748
1614;AEKouklion;745
1615;AEKLarnaca;743
1616;Uruguay;731
1617;Limón;730
1618;BATE;708
1619;Uniautónoma;706
1620;Antalyaspor;702
1621;SandnesUlf;700
1622;3deFebrero;697
1623;Bełchatów;695
1624;Chorrillo;690
1625;ČeskéBudějovice;684
1626;Nitra;684
1627;Vaduz;671
1628;AlAhliBenghazi;664
1629;Municipal;661
1630;IroniRamatHaSharon;660
1631;Hearts;650
1632;Vaslui;645
1633;Podbrezová;642
1634;RadničkiKragujevac;637
1635;Enosis;636
1636;Split;633
1637;GórnikŁęczna;618
1638;Cesena;614
1639;RodaJC;613
1640;Hobro;604
1641;MladostLučani;603
1642;O'Higgins;600
1643;ChippaUnited;600
1644;RealGarcilaso;600
1645;RacingSantander;600
1646;LausanneSport;590
1647;OHLeuven;585
1648;ChernomoretzBurgas;575
1649;RealEspaña;572
1650;ZhejiangYiteng;567
1651;12deOctubre;567
1652;WiganAthletic;565
1653;Kerkyra;559
1654;SăgeataNăvodari;556
1655;KrylyaSovetov;550
1656;TokushimaVortis;546
1657;RamplaJuniors;539
1658;Atenas;539
1659;Dundee;525
1660;Zimbru;519
1661;Liverpool;508
1662;Mons;507
1663;DeportivoAnzoátegui;484
1664;Aris;473
1665;MontedioYamagata;471
1666;ACSPoliTimişoara;468
1667;AlRayyan;464
1668;Brommapojkarna;457
1669;AméricaRN;450
1670;Bragantino;450
1671;Ceará;450
1672;SportingCristal;450
1673;SportingCristal;450
1674;Alcorcón;450
1675;DeportivoQuito;450
1676;LéopardsdeDolisié;434
1677;AlKuwait;429
1678;Hibernian;425
1679;MaccabiNetanya;424
1680;HapoelPetahTikva;424
1681;CharltonAthletic;424
1682;SheffieldUnited;424
1683;HradecKrálové;418
1684;BoracČačak;414
1685;JavorIvanjica;413
1686;AlQadsia;413
1687;SigmaOlomouc;411
1688;Kaiserslautern;407
1689;Moulins;403
1690;WackerInnsbruck;392
1691;Marek;387
1692;Enyimba;383
1693;CSMIaşi;374
1694;EstudiantesCaseros;360
1695;Dordrecht;349
1696;SlobodaUžice;349
1697;RapidBucureşti;343
1698;Znojmo;342
1699;Astana;341
1700;Viborg;338
1701;WidzewŁódź;336
1702;RealEstelí;333
1703;RoburSiena;328
1704;PirinGotseDelchev;325
1705;AlTa'ee;325
1706;Neftohimik;325
1707;Shakhtyor;324
1708;Stjarnan;320
1709;Haskovo;320
1710;MiramarMisiones;317
1711;Tuzlaspor;316
1712;JEFUnited;314
1713;Balıkesirspor;312
1714;Debrecen;310
1715;Puntarenas;309
1716;DesportivoAves;302
1717;Troyes;302
1718;GoldenArrows;300
1719;İnterBakı;300
1720;Barcelona;300
1721;SlovanDusloŠaľa;299
1722;ShakhterKaragandy;293
1723;RajaCasablanca;291
1724;Famalicão;287
1725;Aktobe;286
1726;CerroLargo;286
1727;NõmmeKalju;283
1728;Huachipato;267
1729;NikiVolos;261
1730;St.Pölten;260
1731;AlMerreikh;248
1732;OrientePetrolero;248
1733;ClubUniversitario;246
1734;Linfield;245
1735;AyiaNapa;239
1736;Othellos;238
1737;Tosno;237
1738;RotorVolgograd;237
1739;PumaGeneraleña;237
1740;AGF;236
1741;Alki;229
1742;Poprad;225
1743;Tacuarembó;223
1744;NacionalPotosí;219
1745;Orenburg;216
1746;FatihKaragümrük;210
1747;SivasBelediyespor;210
1748;SivasBelediyespor;210
1749;Koper;209
1750;ÁrabeUnido;202
1751;AngersSCO;201
1752;Volga;200
1753;Chikhura;198
1754;StalKamianske;189
1755;ArkaGdynia;188
1756;RayonSports;186
1757;SligoRovers;183
1758;OlympiakosVolos;174
1759;FAS;171
1760;VPS;170
1761;CherkaskyiDnipro;169
1762;Manisaspor;158
1763;Altınordu;158
1764;AdanaDemirspor;158
1765;LuchVladivostok;158
1766;Giresunspor;158
1767;Cizrespor;158
1768;Caracas;154
1769;Münsingen;153
1770;Buochs;153
1771;VascodaGama;150
1772;AlbionRovers;150
1773;ABC;150
1774;Rangers;150
1775;Kairat;145
1776;Víkingur;144
1777;Tavriya;144
1778;KapfenbergerSV;142
1779;FloridsdorferAC;142
1780;Brighton&HoveAlbion;141
1781;GreutherFürth;136
1782;CésarVallejo;135
1783;Třinec;135
1784;FH;135
1785;Horsens;131
1786;Horn;130
1787;Shkendija;130
1788;Gangwon;127
1789;Sheriff;127
1790;Mioveni;126
1791;FlamurtariVlorë;119
1792;CoronaBraşov;116
1793;Silkeborg;116
1794;PittsburghRiverhounds;115
1795;OrlandoCity;115
1796;NYCosmos;115
1797;LaredoHeat;115
1798;IndyEleven;115
1799;MinnesotaUnited;115
1800;AtlantaSilverbacks;115
1801;SanAntonioScorpions;115
1802;PhoenixRising;115
1803;RichmondKickers;115
1804;NorthCarolina;115
1805;RochesterRhinos;115
1806;SacramentoRepublic;115
1807;Rohožník;112
1808;Skalica;112
1809;DeportesQuindío;112
1810;RaithRovers;112
1811;ZniczPruszków;112
1812;PartizánBardejov;112
1813;InterBratislava;112
1814;LiptovskýMikuláš;112
1815;LokomotívaZvolen;112
1816;StargardSzczeciński;112
1817;PodlaviceBadín;112
1818;Nemšová;112
1819;Montana;112
1820;DunajskáLužná;112
1821;Sirius;112
1822;Levadia;112
1823;FCSantaColoma;112
1824;Dumbarton;112
1825;Valledupar;112
1826;Sereď;112
1827;Brønshøj;112
1828;GiravanzKitakyushu;105
1829;SillamäeKalev;102
1830;Tromsø;100
1831;GorMahia;97
1832;OrientalLisboa;96
1833;HaNoi;96
1834;MuangThongUnited;96
1835;Al-Hidd;96
1836;Chonburi;96
1837;StPatrick'sAthl.;93
1838;SkënderbeuKorçë;91
1839;NyvaTernopil';85
1840;Ventspils;85
1841;RoPS;79
1842;OrlandoCityII;77
1843;HajdukSplit;75
1844;Differdange03;75
1845;ZemplínMichalovce;75
1846;Rožňava;75
1847;Lyubimets;75
1848;Rožňava;75
1849;Lyubimets;75
1850;Budućnost;75
1851;Crusaders;75
1852;DerryCity;75
1853;Dundalk;75
1854;MYPA;75
1855;Cliftonville;74
1856;Zrinjski;71
1857;FolaEsch;57
1858;Veris;55
1859;AirbusUK;53
1860;Balçova;52
1861;GaziantepBB;52
1862;AmedSK;52
1863;Keçiörengücü;52
1864;Ankaragücü;52
1865;Rabotnički;51
1866;Universitario;50
1867;SliemaWanderers;49
1868;Mattersburg;47
1869;Laçi;47
1870;Onisilos;46
1871;Zestafoni;45
1872;UTCCajamarca;45
